Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Employment rates,Can,Females 15+ with no children at home (22),Females 15+ with no children at home (22),,,,,,6164805.0
Employment rates,Can,"  In the labour force, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)",,,,,3304750.0
Employment rates,Can,"    Employed, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)","    Employed, no children (22)",,,,2975110.0
Employment rates,Can,"    Unemployed, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)","    Unemployed, no children (22)",,,,329640.0
Employment rates,Can,"  Not in the labour force, no children (22)",Females 15+ with no children at home (22),"  Not in the labour force, no children (22)",,,,,2860055.0
Employment rates,Can,"  Unemployment rate, no children (22)",Females 15+ with no children at home (22),"  Unemployment rate, no children (22)",,,,,10.0
Employment rates,Can,"  Participation rate, no children (22)",Females 15+ with no children at home (22),"  Participation rate, no children (22)",,,,,53.6
Employment rates,Can,Females 15+ with children at home (22),Females 15+ with children at home (22),,,,,,4618665.0
Employment rates,Can,"  In the labour force, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)",,,,,3159225.0
Employment rates,Can,"    Employed, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)","    Employed, with children (22)",,,,2830115.0
Employment rates,Can,"    Unemployed, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)","    Unemployed, with children (22)",,,,329115.0
Employment rates,Can,"  Not in the labour force, with children (22)",Females 15+ with children at home (22),"  Not in the labour force, with children (22)",,,,,1459435.0
Employment rates,Can,"  Unemployment rate, with children (22)",Females 15+ with children at home (22),"  Unemployment rate, with children (22)",,,,,10.4
Employment rates,Can,"  Participation rate, with children (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",,,,,68.4
Employment rates,Can,    With children under 6 years only (22),Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),,,,940145.0
Employment rates,Can,"      In the labour force, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)",,,631325.0
Employment rates,Can,"        Employed, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)","        Employed, children <6 yrs. (22)",,540065.0
Employment rates,Can,"        Unemployed, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)","        Unemployed, children <6 yrs. (22)",,91265.0
Employment rates,Can,"      Not in the labour force, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Not in the labour force, children <6 yrs. (22)",,,308820.0
Employment rates,Can,"      Unemployment rate, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Unemployment rate, children <6 yrs. (22)",,,14.5
Employment rates,Can,"      Participation rate, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Participation rate, children <6 yrs. (22)",,,67.2
Employment rates,Can,    With children < 6 years and children >=6 yrs. (22),Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),,,,652775.0
Employment rates,Can,"      In the labour force, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)",,,417040.0
Employment rates,Can,"        Employed, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)","        Employed, children < & >= 6 yrs. (22)",,365935.0
Employment rates,Can,"        Unemployed, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)","        Unemployed, children < & >= 6 yrs. (22)",,51110.0
Employment rates,Can,"      Not in the labour force, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      Not in the labour force, children < & >= 6 yrs. (22)",,,235730.0
Employment rates,Can,"      Unemployment rate, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      Unemployment rate, children < & >= 6 yrs. (22)",,,12.3
Employment rates,Can,"      Participation rate, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      Participation rate, children < & >= 6 yrs. (22)",,,63.9
Employment rates,Can,    With children 6 years and over only (22),Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),,,,3025745.0
Employment rates,Can,"      In the labour force, children 6+ yrs.(22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      In the labour force, children 6+ yrs.(22)",,,2110855.0
Employment rates,Can,"        Employed, children 6+ yrs.(22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      In the labour force, children 6+ yrs.(22)","        Employed, children 6+ yrs.(22)",,1924120.0
Employment rates,Can,"        Unemployed, children 6+ yrs.(22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      In the labour force, children 6+ yrs.(22)","        Unemployed, children 6+ yrs.(22)",,186745.0
Employment rates,Can,"      Not in the labour force, children 6+ yrs.(22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      Not in the labour force, children 6+ yrs.(22)",,,914885.0
Employment rates,Can,"      Unemployment rate, children 6+ yrs.(22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      Unemployment rate, children 6+ yrs.(22)",,,8.8
Employment rates,Can,"      Participation rate, children 6+ yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children 6 years and over only (22),"      Participation rate, children 6+ yrs. (22)",,,69.8
Employment rates,Can,Total labour force 15 years and over,Total labour force 15 years and over,,,,,,14474945.0
Employment rates,Can,Total number of census fams. in private households (31),Total number of census fams. in private households (31),,,,,,7355725.0
Employment rates,Can,  Number of now-married & common-law couple fams. (32),Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),,,,,6402090.0
Employment rates,Can,    No member in the labour force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    No member in the labour force,,,,944495.0
Employment rates,Can,    Some members in the labour force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Some members in the labour force,,,,5457595.0
Employment rates,Can,      One member only,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Some members in the labour force,      One member only,,,1284885.0
Employment rates,Can,      Two or more members,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Some members in the labour force,      Two or more members,,,4172710.0
Employment rates,Can,      Now-married or common-law couples in lab. force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Some members in the labour force,      Now-married or common-law couples in lab. force,,,3841700.0
Employment rates,Can,    Number of lone-parent families,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Number of lone-parent families,,,,953640.0
Employment rates,Can,      No member in the labour force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Number of lone-parent families,      No member in the labour force,,,206195.0
Employment rates,Can,      Some members in the labour force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Number of lone-parent families,      Some members in the labour force,,,747445.0
Employment rates,Can,        Parent in labour force,Total number of census fams. in private households (31),  Number of now-married & common-law couple fams. (32),    Number of lone-parent families,      Some members in the labour force,        Parent in labour force,,600300.0
Employment rates,Ont,Both Sexes - 15 years and over,Both Sexes - 15 years and over,,,,,,7922920.0
Employment rates,Ont,"  In labour force, both sexes 15+",Both Sexes - 15 years and over,"  In labour force, both sexes 15+",,,,,5511240.0
Employment rates,Ont,"    Employed, both sexes 15+",Both Sexes - 15 years and over,"  In labour force, both sexes 15+","    Employed, both sexes 15+",,,,5041935.0
Employment rates,Ont,"    Unemployed, both sexes 15+",Both Sexes - 15 years and over,"  In labour force, both sexes 15+","    Unemployed, both sexes 15+",,,,469300.0
Employment rates,Ont,"  Not in the labour force, both sexes 15+",Both Sexes - 15 years and over,"  Not in the labour force, both sexes 15+",,,,,2411690.0
Employment rates,Ont,"  Unemployment rate, both sexes 15+",Both Sexes - 15 years and over,"  Unemployment rate, both sexes 15+",,,,,8.5
Employment rates,Ont,"  Participation rate, both sexes 15+",Both Sexes - 15 years and over,"  Participation rate, both sexes 15+",,,,,69.6
Employment rates,Ont,Both Sexes - 15-24 years,Both Sexes - 15-24 years,,,,,,1420580.0
Employment rates,Ont,"  In labour force, both sexes 15-24 years",Both Sexes - 15-24 years,"  In labour force, both sexes 15-24 years",,,,,985520.0
Employment rates,Ont,"    Employed, both sexes 15-24 years",Both Sexes - 15-24 years,"  In labour force, both sexes 15-24 years","    Employed, both sexes 15-24 years",,,,853420.0
Employment rates,Ont,"    Unemployed, both sexes 15-24 years",Both Sexes - 15-24 years,"  In labour force, both sexes 15-24 years","    Unemployed, both sexes 15-24 years",,,,132105.0
Employment rates,Ont,"  Not in the labour force, both sexes 15-24 years",Both Sexes - 15-24 years,"  Not in the labour force, both sexes 15-24 years",,,,,435060.0
Employment rates,Ont,"  Unemployment rate, both sexes 15-24 years",Both Sexes - 15-24 years,"  Unemployment rate, both sexes 15-24 years",,,,,13.4
Employment rates,Ont,"  Participation rate, both sexes 15-24 years",Both Sexes - 15-24 years,"  Participation rate, both sexes 15-24 years",,,,,69.4
Employment rates,Ont,Both Sexes - 25 years and over,Both Sexes - 25 years and over,,,,,,6502340.0
Employment rates,Ont,"  In labour force, both sexes 25+",Both Sexes - 25 years and over,"  In labour force, both sexes 25+",,,,,4525715.0
Employment rates,Ont,"    Employed, both sexes 25+",Both Sexes - 25 years and over,"  In labour force, both sexes 25+","    Employed, both sexes 25+",,,,4188520.0
Employment rates,Ont,"    Unemployed, both sexes 25+",Both Sexes - 25 years and over,"  In labour force, both sexes 25+","    Unemployed, both sexes 25+",,,,337195.0
Employment rates,Ont,"  Not in the labour force, both sexes 25+",Both Sexes - 25 years and over,"  Not in the labour force, both sexes 25+",,,,,1976625.0
Employment rates,Ont,"  Unemployment rate, both sexes 25+",Both Sexes - 25 years and over,"  Unemployment rate, both sexes 25+",,,,,7.5
Employment rates,Ont,"  Participation rate, both sexes 25+",Both Sexes - 25 years and over,"  Participation rate, both sexes 25+",,,,,69.6
Employment rates,Ont,Males - 15 years and over,Males - 15 years and over,,,,,,3859800.0
Employment rates,Ont,"  In labour force, males 15+",Males - 15 years and over,"  In labour force, males 15+",,,,,2987405.0
Employment rates,Ont,"    Employed, males 15+",Males - 15 years and over,"  In labour force, males 15+","    Employed, males 15+",,,,2730290.0
Employment rates,Ont,"    Unemployed, males 15+",Males - 15 years and over,"  In labour force, males 15+","    Unemployed, males 15+",,,,257120.0
Employment rates,Ont,"  Not in the labour force, males 15+",Males - 15 years and over,"  Not in the labour force, males 15+",,,,,872395.0
Employment rates,Ont,"  Unemployment rate, males 15+",Males - 15 years and over,"  Unemployment rate, males 15+",,,,,8.6
Employment rates,Ont,"  Participation rate, males 15+",Males - 15 years and over,"  Participation rate, males 15+",,,,,77.4
Employment rates,Ont,Males - 15-24 years,Males - 15-24 years,,,,,,720730.0
Employment rates,Ont,"  In labour force, males 15-24 years",Males - 15-24 years,"  In labour force, males 15-24 years",,,,,507155.0
Employment rates,Ont,"    Employed, males 15-24 years",Males - 15-24 years,"  In labour force, males 15-24 years","    Employed, males 15-24 years",,,,432765.0
Employment rates,Ont,"    Unemployed, males 15-24 years",Males - 15-24 years,"  In labour force, males 15-24 years","    Unemployed, males 15-24 years",,,,74400.0
Employment rates,Ont,"  Not in the labour force, males 15-24 years",Males - 15-24 years,"  Not in the labour force, males 15-24 years",,,,,213565.0
Employment rates,Ont,"  Unemployment rate, males 15-24 years",Males - 15-24 years,"  Unemployment rate, males 15-24 years",,,,,14.7
Employment rates,Ont,"  Participation rate, males 15-24 years",Males - 15-24 years,"  Participation rate, males 15-24 years",,,,,70.4
Employment rates,Ont,Males - 25 years and over,Males - 25 years and over,,,,,,3139075.0
Employment rates,Ont,"  In labour force, males 25+",Males - 25 years and over,"  In labour force, males 25+",,,,,2480245.0
Employment rates,Ont,"    Employed, males 25+",Males - 25 years and over,"  In labour force, males 25+","    Employed, males 25+",,,,2297525.0
Employment rates,Ont,"    Unemployed, males 25+",Males - 25 years and over,"  In labour force, males 25+","    Unemployed, males 25+",,,,182720.0
Employment rates,Ont,"  Not in the labour force, males 25+",Males - 25 years and over,"  Not in the labour force, males 25+",,,,,658830.0
Employment rates,Ont,"  Unemployment rate, males 25+",Males - 25 years and over,"  Unemployment rate, males 25+",,,,,7.4
Employment rates,Ont,"  Participation rate, males 25+",Males - 25 years and over,"  Participation rate, males 25+",,,,,79.0
Employment rates,Ont,Females - 15 years and over,Females - 15 years and over,,,,,,4063125.0
Employment rates,Ont,"  In labour force, females 15+",Females - 15 years and over,"  In labour force, females 15+",,,,,2523830.0
Employment rates,Ont,"    Employed, females 15+",Females - 15 years and over,"  In labour force, females 15+","    Employed, females 15+",,,,2311650.0
Employment rates,Ont,"    Unemployed, females 15+",Females - 15 years and over,"  In labour force, females 15+","    Unemployed, females 15+",,,,212180.0
Employment rates,Ont,"  Not in the labour force, females 15+",Females - 15 years and over,"  Not in the labour force, females 15+",,,,,1539290.0
Employment rates,Ont,"  Unemployment rate, females 15+",Females - 15 years and over,"  Unemployment rate, females 15+",,,,,8.4
Employment rates,Ont,"  Participation rate, females 15+",Females - 15 years and over,"  Participation rate, females 15+",,,,,62.1
Employment rates,Ont,Females - 15-24 years,Females - 15-24 years,,,,,,699855.0
Employment rates,Ont,"  In labour force, females 15-24 years",Females - 15-24 years,"  In labour force, females 15-24 years",,,,,478365.0
Employment rates,Ont,"    Employed, females 15-24 years",Females - 15-24 years,"  In labour force, females 15-24 years","    Employed, females 15-24 years",,,,420650.0
Employment rates,Ont,"    Unemployed, females 15-24 years",Females - 15-24 years,"  In labour force, females 15-24 years","    Unemployed, females 15-24 years",,,,57710.0
Employment rates,Ont,"  Not in the labour force, females 15-24 years",Females - 15-24 years,"  Not in the labour force, females 15-24 years",,,,,221490.0
Employment rates,Ont,"  Unemployment rate, females 15-24 years",Females - 15-24 years,"  Unemployment rate, females 15-24 years",,,,,12.1
Employment rates,Ont,"  Participation rate, females 15-24 years",Females - 15-24 years,"  Participation rate, females 15-24 years",,,,,68.4
Employment rates,Ont,Females - 25 years and over,Females - 25 years and over,,,,,,3363265.0
Employment rates,Ont,"  In labour force, females 25+",Females - 25 years and over,"  In labour force, females 25+",,,,,2045465.0
Employment rates,Ont,"    Employed, females 25+",Females - 25 years and over,"  In labour force, females 25+","    Employed, females 25+",,,,1890995.0
Employment rates,Ont,"    Unemployed, females 25+",Females - 25 years and over,"  In labour force, females 25+","    Unemployed, females 25+",,,,154470.0
Employment rates,Ont,"  Not in the labour force, females 25+",Females - 25 years and over,"  Not in the labour force, females 25+",,,,,1317795.0
Employment rates,Ont,"  Unemployment rate, females 25+",Females - 25 years and over,"  Unemployment rate, females 25+",,,,,7.6
Employment rates,Ont,"  Participation rate, females 25+",Females - 25 years and over,"  Participation rate, females 25+",,,,,60.8
Employment rates,Ont,Females 15+ with no children at home (22),Females 15+ with no children at home (22),,,,,,2317600.0
Employment rates,Ont,"  In the labour force, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)",,,,,1295680.0
Employment rates,Ont,"    Employed, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)","    Employed, no children (22)",,,,1187890.0
Employment rates,Ont,"    Unemployed, no children (22)",Females 15+ with no children at home (22),"  In the labour force, no children (22)","    Unemployed, no children (22)",,,,107785.0
Employment rates,Ont,"  Not in the labour force, no children (22)",Females 15+ with no children at home (22),"  Not in the labour force, no children (22)",,,,,1021925.0
Employment rates,Ont,"  Unemployment rate, no children (22)",Females 15+ with no children at home (22),"  Unemployment rate, no children (22)",,,,,8.3
Employment rates,Ont,"  Participation rate, no children (22)",Females 15+ with no children at home (22),"  Participation rate, no children (22)",,,,,55.9
Employment rates,Ont,Females 15+ with children at home (22),Females 15+ with children at home (22),,,,,,1718005.0
Employment rates,Ont,"  In the labour force, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)",,,,,1212035.0
Employment rates,Ont,"    Employed, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)","    Employed, with children (22)",,,,1109065.0
Employment rates,Ont,"    Unemployed, with children (22)",Females 15+ with children at home (22),"  In the labour force, with children (22)","    Unemployed, with children (22)",,,,102970.0
Employment rates,Ont,"  Not in the labour force, with children (22)",Females 15+ with children at home (22),"  Not in the labour force, with children (22)",,,,,505965.0
Employment rates,Ont,"  Unemployment rate, with children (22)",Females 15+ with children at home (22),"  Unemployment rate, with children (22)",,,,,8.5
Employment rates,Ont,"  Participation rate, with children (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",,,,,70.5
Employment rates,Ont,    With children under 6 years only (22),Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),,,,350760.0
Employment rates,Ont,"      In the labour force, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)",,,237565.0
Employment rates,Ont,"        Employed, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)","        Employed, children <6 yrs. (22)",,207530.0
Employment rates,Ont,"        Unemployed, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      In the labour force, children <6 yrs. (22)","        Unemployed, children <6 yrs. (22)",,30035.0
Employment rates,Ont,"      Not in the labour force, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Not in the labour force, children <6 yrs. (22)",,,113195.0
Employment rates,Ont,"      Unemployment rate, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Unemployment rate, children <6 yrs. (22)",,,12.6
Employment rates,Ont,"      Participation rate, children <6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children under 6 years only (22),"      Participation rate, children <6 yrs. (22)",,,67.7
Employment rates,Ont,    With children < 6 years and children >=6 yrs. (22),Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),,,,243530.0
Employment rates,Ont,"      In the labour force, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)",,,159380.0
Employment rates,Ont,"        Employed, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)","        Employed, children < & >= 6 yrs. (22)",,143140.0
Employment rates,Ont,"        Unemployed, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      In the labour force, children < & >= 6 yrs. (22)","        Unemployed, children < & >= 6 yrs. (22)",,16240.0
Employment rates,Ont,"      Not in the labour force, children < & >= 6 yrs. (22)",Females 15+ with children at home (22),"  Participation rate, with children (22)",    With children < 6 years and children >=6 yrs. (22),"      Not in the labour force, children < & >= 6 yrs. (22)",,,84150.0
