Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Education,Ont,  Agricultural and biological sciences/technologies,Males with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,63490.0
Education,Ont,  Engineering and applied sciences,Males with postsecondary qualifications (21),  Engineering and applied sciences,,,,,120755.0
Education,Ont,  Engineering and applied science techs. and trades,Males with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,593410.0
Education,Ont,"  Health professions, sciences and technologies",Males with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,59480.0
Education,Ont,  Mathematics and physical sciences,Males with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,72825.0
Education,Ont,"  No specialization and all other, n.e.c.",Males with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,2310.0
Education,Ont,Females with postsecondary qualifications (21),Females with postsecondary qualifications (21),,,,,,1381760.0
Education,Ont,"  Educational, recreational and counselling services",Females with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,201860.0
Education,Ont,  Fine and applied arts,Females with postsecondary qualifications (21),  Fine and applied arts,,,,,108430.0
Education,Ont,  Humanities and related fields,Females with postsecondary qualifications (21),  Humanities and related fields,,,,,108350.0
Education,Ont,  Social sciences and related fields,Females with postsecondary qualifications (21),  Social sciences and related fields,,,,,147475.0
Education,Ont,"  Commerce, management and business administration",Females with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,382320.0
Education,Ont,  Agricultural and biological sciences/technologies,Females with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,56315.0
Education,Ont,  Engineering and applied sciences,Females with postsecondary qualifications (21),  Engineering and applied sciences,,,,,11915.0
Education,Ont,  Engineering and applied science techs. and trades,Females with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,52435.0
Education,Ont,"  Health professions, sciences and technologies",Females with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,276700.0
Education,Ont,  Mathematics and physical sciences,Females with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,33570.0
Education,Ont,"  No specialization and all other, n.e.c.",Females with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,2395.0
Education,M1B,"Total population 15 - 24 years, by school attendance","Total population 15 - 24 years, by school attendance",,,,,,8935.0
Education,M1B,  Not attending school,"Total population 15 - 24 years, by school attendance",  Not attending school,,,,,2730.0
Education,M1B,  Attending school full time,"Total population 15 - 24 years, by school attendance",  Attending school full time,,,,,5600.0
Education,M1B,  Attending school part time,"Total population 15 - 24 years, by school attendance",  Attending school part time,,,,,605.0
Education,M1B,Total population 15 years and over,Total population 15 years and over,,,,,,39110.0
Education,M1B,"  Highest level of schooling, less than grade 9 (18)",Total population 15 years and over,"  Highest level of schooling, less than grade 9 (18)",,,,,2275.0
Education,M1B,  Grades 9-13 - Without secondary certificate,Total population 15 years and over,  Grades 9-13 - Without secondary certificate,,,,,9720.0
Education,M1B,  Grades 9-13 - With secondary certificate,Total population 15 years and over,  Grades 9-13 - With secondary certificate,,,,,7125.0
Education,M1B,  Trades certificate or diploma,Total population 15 years and over,  Trades certificate or diploma,,,,,1075.0
Education,M1B,  Other non-university - Without certificate (19),Total population 15 years and over,  Other non-university - Without certificate (19),,,,,3175.0
Education,M1B,  Other non-university - With certificate (19) (20),Total population 15 years and over,  Other non-university - With certificate (19) (20),,,,,6675.0
Education,M1B,  University - Without degree,Total population 15 years and over,  University - Without degree,,,,,4390.0
Education,M1B,  University - Without certificate,Total population 15 years and over,  University - Without certificate,,,,,2245.0
Education,M1B,  University - With certificate (20),Total population 15 years and over,  University - With certificate (20),,,,,2145.0
Education,M1B,  University - With degree,Total population 15 years and over,  University - With degree,,,,,4675.0
Education,M1B,Males with postsecondary qualifications (21),Males with postsecondary qualifications (21),,,,,,7510.0
Education,M1B,"  Educational, recreational and counselling services",Males with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,205.0
Education,M1B,  Fine and applied arts,Males with postsecondary qualifications (21),  Fine and applied arts,,,,,240.0
Education,M1B,  Humanities and related fields,Males with postsecondary qualifications (21),  Humanities and related fields,,,,,220.0
Education,M1B,  Social sciences and related fields,Males with postsecondary qualifications (21),  Social sciences and related fields,,,,,505.0
Education,M1B,"  Commerce, management and business administration",Males with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,1610.0
Education,M1B,  Agricultural and biological sciences/technologies,Males with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,195.0
Education,M1B,  Engineering and applied sciences,Males with postsecondary qualifications (21),  Engineering and applied sciences,,,,,785.0
Education,M1B,  Engineering and applied science techs. and trades,Males with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,3085.0
Education,M1B,"  Health professions, sciences and technologies",Males with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,195.0
Education,M1B,  Mathematics and physical sciences,Males with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,465.0
Education,M1B,"  No specialization and all other, n.e.c.",Males with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,0.0
Education,M1B,Females with postsecondary qualifications (21),Females with postsecondary qualifications (21),,,,,,7055.0
Education,M1B,"  Educational, recreational and counselling services",Females with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,635.0
Education,M1B,  Fine and applied arts,Females with postsecondary qualifications (21),  Fine and applied arts,,,,,355.0
Education,M1B,  Humanities and related fields,Females with postsecondary qualifications (21),  Humanities and related fields,,,,,400.0
Education,M1B,  Social sciences and related fields,Females with postsecondary qualifications (21),  Social sciences and related fields,,,,,660.0
Education,M1B,"  Commerce, management and business administration",Females with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,2845.0
Education,M1B,  Agricultural and biological sciences/technologies,Females with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,290.0
Education,M1B,  Engineering and applied sciences,Females with postsecondary qualifications (21),  Engineering and applied sciences,,,,,75.0
Education,M1B,  Engineering and applied science techs. and trades,Females with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,395.0
Education,M1B,"  Health professions, sciences and technologies",Females with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,1135.0
Education,M1B,  Mathematics and physical sciences,Females with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,255.0
Education,M1B,"  No specialization and all other, n.e.c.",Females with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,0.0
Education,M1C,"Total population 15 - 24 years, by school attendance","Total population 15 - 24 years, by school attendance",,,,,,5175.0
Education,M1C,  Not attending school,"Total population 15 - 24 years, by school attendance",  Not attending school,,,,,1150.0
Education,M1C,  Attending school full time,"Total population 15 - 24 years, by school attendance",  Attending school full time,,,,,3750.0
Education,M1C,  Attending school part time,"Total population 15 - 24 years, by school attendance",  Attending school part time,,,,,270.0
Education,M1C,Total population 15 years and over,Total population 15 years and over,,,,,,22540.0
Education,M1C,"  Highest level of schooling, less than grade 9 (18)",Total population 15 years and over,"  Highest level of schooling, less than grade 9 (18)",,,,,1255.0
Education,M1C,  Grades 9-13 - Without secondary certificate,Total population 15 years and over,  Grades 9-13 - Without secondary certificate,,,,,4890.0
Education,M1C,  Grades 9-13 - With secondary certificate,Total population 15 years and over,  Grades 9-13 - With secondary certificate,,,,,3785.0
Education,M1C,  Trades certificate or diploma,Total population 15 years and over,  Trades certificate or diploma,,,,,655.0
Education,M1C,  Other non-university - Without certificate (19),Total population 15 years and over,  Other non-university - Without certificate (19),,,,,1600.0
Education,M1C,  Other non-university - With certificate (19) (20),Total population 15 years and over,  Other non-university - With certificate (19) (20),,,,,3700.0
Education,M1C,  University - Without degree,Total population 15 years and over,  University - Without degree,,,,,2925.0
Education,M1C,  University - Without certificate,Total population 15 years and over,  University - Without certificate,,,,,1545.0
Education,M1C,  University - With certificate (20),Total population 15 years and over,  University - With certificate (20),,,,,1380.0
Education,M1C,  University - With degree,Total population 15 years and over,  University - With degree,,,,,3735.0
Education,M1C,Males with postsecondary qualifications (21),Males with postsecondary qualifications (21),,,,,,5285.0
Education,M1C,"  Educational, recreational and counselling services",Males with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,145.0
Education,M1C,  Fine and applied arts,Males with postsecondary qualifications (21),  Fine and applied arts,,,,,230.0
Education,M1C,  Humanities and related fields,Males with postsecondary qualifications (21),  Humanities and related fields,,,,,190.0
Education,M1C,  Social sciences and related fields,Males with postsecondary qualifications (21),  Social sciences and related fields,,,,,570.0
Education,M1C,"  Commerce, management and business administration",Males with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,1100.0
Education,M1C,  Agricultural and biological sciences/technologies,Males with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,145.0
Education,M1C,  Engineering and applied sciences,Males with postsecondary qualifications (21),  Engineering and applied sciences,,,,,555.0
Education,M1C,  Engineering and applied science techs. and trades,Males with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,1770.0
Education,M1C,"  Health professions, sciences and technologies",Males with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,135.0
Education,M1C,  Mathematics and physical sciences,Males with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,435.0
Education,M1C,"  No specialization and all other, n.e.c.",Males with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,10.0
Education,M1C,Females with postsecondary qualifications (21),Females with postsecondary qualifications (21),,,,,,4185.0
Education,M1C,"  Educational, recreational and counselling services",Females with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,655.0
Education,M1C,  Fine and applied arts,Females with postsecondary qualifications (21),  Fine and applied arts,,,,,195.0
Education,M1C,  Humanities and related fields,Females with postsecondary qualifications (21),  Humanities and related fields,,,,,330.0
Education,M1C,  Social sciences and related fields,Females with postsecondary qualifications (21),  Social sciences and related fields,,,,,500.0
Education,M1C,"  Commerce, management and business administration",Females with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,1240.0
Education,M1C,  Agricultural and biological sciences/technologies,Females with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,145.0
Education,M1C,  Engineering and applied sciences,Females with postsecondary qualifications (21),  Engineering and applied sciences,,,,,0.0
Education,M1C,  Engineering and applied science techs. and trades,Females with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,205.0
Education,M1C,"  Health professions, sciences and technologies",Females with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,790.0
Education,M1C,  Mathematics and physical sciences,Females with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,110.0
Education,M1C,"  No specialization and all other, n.e.c.",Females with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,0.0
Education,M1E,"Total population 15 - 24 years, by school attendance","Total population 15 - 24 years, by school attendance",,,,,,6800.0
Education,M1E,  Not attending school,"Total population 15 - 24 years, by school attendance",  Not attending school,,,,,2445.0
Education,M1E,  Attending school full time,"Total population 15 - 24 years, by school attendance",  Attending school full time,,,,,3910.0
Education,M1E,  Attending school part time,"Total population 15 - 24 years, by school attendance",  Attending school part time,,,,,445.0
Education,M1E,Total population 15 years and over,Total population 15 years and over,,,,,,34490.0
Education,M1E,"  Highest level of schooling, less than grade 9 (18)",Total population 15 years and over,"  Highest level of schooling, less than grade 9 (18)",,,,,2930.0
Education,M1E,  Grades 9-13 - Without secondary certificate,Total population 15 years and over,  Grades 9-13 - Without secondary certificate,,,,,9105.0
Education,M1E,  Grades 9-13 - With secondary certificate,Total population 15 years and over,  Grades 9-13 - With secondary certificate,,,,,6120.0
Education,M1E,  Trades certificate or diploma,Total population 15 years and over,  Trades certificate or diploma,,,,,1080.0
Education,M1E,  Other non-university - Without certificate (19),Total population 15 years and over,  Other non-university - Without certificate (19),,,,,2565.0
Education,M1E,  Other non-university - With certificate (19) (20),Total population 15 years and over,  Other non-university - With certificate (19) (20),,,,,5550.0
Education,M1E,  University - Without degree,Total population 15 years and over,  University - Without degree,,,,,3360.0
Education,M1E,  University - Without certificate,Total population 15 years and over,  University - Without certificate,,,,,1835.0
Education,M1E,  University - With certificate (20),Total population 15 years and over,  University - With certificate (20),,,,,1530.0
Education,M1E,  University - With degree,Total population 15 years and over,  University - With degree,,,,,3775.0
Education,M1E,Males with postsecondary qualifications (21),Males with postsecondary qualifications (21),,,,,,6285.0
Education,M1E,"  Educational, recreational and counselling services",Males with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,235.0
Education,M1E,  Fine and applied arts,Males with postsecondary qualifications (21),  Fine and applied arts,,,,,365.0
Education,M1E,  Humanities and related fields,Males with postsecondary qualifications (21),  Humanities and related fields,,,,,325.0
Education,M1E,  Social sciences and related fields,Males with postsecondary qualifications (21),  Social sciences and related fields,,,,,535.0
Education,M1E,"  Commerce, management and business administration",Males with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,1170.0
Education,M1E,  Agricultural and biological sciences/technologies,Males with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,280.0
Education,M1E,  Engineering and applied sciences,Males with postsecondary qualifications (21),  Engineering and applied sciences,,,,,470.0
Education,M1E,  Engineering and applied science techs. and trades,Males with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,2410.0
Education,M1E,"  Health professions, sciences and technologies",Males with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,175.0
Education,M1E,  Mathematics and physical sciences,Males with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,305.0
Education,M1E,"  No specialization and all other, n.e.c.",Males with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,15.0
Education,M1E,Females with postsecondary qualifications (21),Females with postsecondary qualifications (21),,,,,,5650.0
Education,M1E,"  Educational, recreational and counselling services",Females with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,675.0
Education,M1E,  Fine and applied arts,Females with postsecondary qualifications (21),  Fine and applied arts,,,,,355.0
Education,M1E,  Humanities and related fields,Females with postsecondary qualifications (21),  Humanities and related fields,,,,,430.0
Education,M1E,  Social sciences and related fields,Females with postsecondary qualifications (21),  Social sciences and related fields,,,,,580.0
Education,M1E,"  Commerce, management and business administration",Females with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,1855.0
Education,M1E,  Agricultural and biological sciences/technologies,Females with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,270.0
Education,M1E,  Engineering and applied sciences,Females with postsecondary qualifications (21),  Engineering and applied sciences,,,,,35.0
Education,M1E,  Engineering and applied science techs. and trades,Females with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,275.0
Education,M1E,"  Health professions, sciences and technologies",Females with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,1010.0
Education,M1E,  Mathematics and physical sciences,Females with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,155.0
Education,M1E,"  No specialization and all other, n.e.c.",Females with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,0.0
Education,M1G,"Total population 15 - 24 years, by school attendance","Total population 15 - 24 years, by school attendance",,,,,,4095.0
Education,M1G,  Not attending school,"Total population 15 - 24 years, by school attendance",  Not attending school,,,,,1510.0
Education,M1G,  Attending school full time,"Total population 15 - 24 years, by school attendance",  Attending school full time,,,,,2395.0
Education,M1G,  Attending school part time,"Total population 15 - 24 years, by school attendance",  Attending school part time,,,,,195.0
Education,M1G,Total population 15 years and over,Total population 15 years and over,,,,,,21665.0
Education,M1G,"  Highest level of schooling, less than grade 9 (18)",Total population 15 years and over,"  Highest level of schooling, less than grade 9 (18)",,,,,2285.0
Education,M1G,  Grades 9-13 - Without secondary certificate,Total population 15 years and over,  Grades 9-13 - Without secondary certificate,,,,,5855.0
Education,M1G,  Grades 9-13 - With secondary certificate,Total population 15 years and over,  Grades 9-13 - With secondary certificate,,,,,3755.0
Education,M1G,  Trades certificate or diploma,Total population 15 years and over,  Trades certificate or diploma,,,,,700.0
Education,M1G,  Other non-university - Without certificate (19),Total population 15 years and over,  Other non-university - Without certificate (19),,,,,1625.0
Education,M1G,  Other non-university - With certificate (19) (20),Total population 15 years and over,  Other non-university - With certificate (19) (20),,,,,3535.0
Education,M1G,  University - Without degree,Total population 15 years and over,  University - Without degree,,,,,1900.0
Education,M1G,  University - Without certificate,Total population 15 years and over,  University - Without certificate,,,,,985.0
Education,M1G,  University - With certificate (20),Total population 15 years and over,  University - With certificate (20),,,,,915.0
Education,M1G,  University - With degree,Total population 15 years and over,  University - With degree,,,,,2015.0
Education,M1G,Males with postsecondary qualifications (21),Males with postsecondary qualifications (21),,,,,,4090.0
Education,M1G,"  Educational, recreational and counselling services",Males with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,90.0
Education,M1G,  Fine and applied arts,Males with postsecondary qualifications (21),  Fine and applied arts,,,,,245.0
Education,M1G,  Humanities and related fields,Males with postsecondary qualifications (21),  Humanities and related fields,,,,,165.0
Education,M1G,  Social sciences and related fields,Males with postsecondary qualifications (21),  Social sciences and related fields,,,,,285.0
Education,M1G,"  Commerce, management and business administration",Males with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,745.0
Education,M1G,  Agricultural and biological sciences/technologies,Males with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,130.0
Education,M1G,  Engineering and applied sciences,Males with postsecondary qualifications (21),  Engineering and applied sciences,,,,,385.0
Education,M1G,  Engineering and applied science techs. and trades,Males with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,1815.0
Education,M1G,"  Health professions, sciences and technologies",Males with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,100.0
Education,M1G,  Mathematics and physical sciences,Males with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,130.0
Education,M1G,"  No specialization and all other, n.e.c.",Males with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,10.0
Education,M1G,Females with postsecondary qualifications (21),Females with postsecondary qualifications (21),,,,,,3075.0
Education,M1G,"  Educational, recreational and counselling services",Females with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,305.0
Education,M1G,  Fine and applied arts,Females with postsecondary qualifications (21),  Fine and applied arts,,,,,190.0
Education,M1G,  Humanities and related fields,Females with postsecondary qualifications (21),  Humanities and related fields,,,,,255.0
Education,M1G,  Social sciences and related fields,Females with postsecondary qualifications (21),  Social sciences and related fields,,,,,310.0
Education,M1G,"  Commerce, management and business administration",Females with postsecondary qualifications (21),"  Commerce, management and business administration",,,,,935.0
Education,M1G,  Agricultural and biological sciences/technologies,Females with postsecondary qualifications (21),  Agricultural and biological sciences/technologies,,,,,135.0
Education,M1G,  Engineering and applied sciences,Females with postsecondary qualifications (21),  Engineering and applied sciences,,,,,50.0
Education,M1G,  Engineering and applied science techs. and trades,Females with postsecondary qualifications (21),  Engineering and applied science techs. and trades,,,,,205.0
Education,M1G,"  Health professions, sciences and technologies",Females with postsecondary qualifications (21),"  Health professions, sciences and technologies",,,,,615.0
Education,M1G,  Mathematics and physical sciences,Females with postsecondary qualifications (21),  Mathematics and physical sciences,,,,,75.0
Education,M1G,"  No specialization and all other, n.e.c.",Females with postsecondary qualifications (21),"  No specialization and all other, n.e.c.",,,,,10.0
Education,M1H,"Total population 15 - 24 years, by school attendance","Total population 15 - 24 years, by school attendance",,,,,,2250.0
Education,M1H,  Not attending school,"Total population 15 - 24 years, by school attendance",  Not attending school,,,,,850.0
Education,M1H,  Attending school full time,"Total population 15 - 24 years, by school attendance",  Attending school full time,,,,,1245.0
Education,M1H,  Attending school part time,"Total population 15 - 24 years, by school attendance",  Attending school part time,,,,,150.0
Education,M1H,Total population 15 years and over,Total population 15 years and over,,,,,,12370.0
Education,M1H,"  Highest level of schooling, less than grade 9 (18)",Total population 15 years and over,"  Highest level of schooling, less than grade 9 (18)",,,,,1080.0
Education,M1H,  Grades 9-13 - Without secondary certificate,Total population 15 years and over,  Grades 9-13 - Without secondary certificate,,,,,3210.0
Education,M1H,  Grades 9-13 - With secondary certificate,Total population 15 years and over,  Grades 9-13 - With secondary certificate,,,,,2240.0
Education,M1H,  Trades certificate or diploma,Total population 15 years and over,  Trades certificate or diploma,,,,,360.0
Education,M1H,  Other non-university - Without certificate (19),Total population 15 years and over,  Other non-university - Without certificate (19),,,,,1030.0
Education,M1H,  Other non-university - With certificate (19) (20),Total population 15 years and over,  Other non-university - With certificate (19) (20),,,,,1945.0
Education,M1H,  University - Without degree,Total population 15 years and over,  University - Without degree,,,,,1255.0
Education,M1H,  University - Without certificate,Total population 15 years and over,  University - Without certificate,,,,,780.0
Education,M1H,  University - With certificate (20),Total population 15 years and over,  University - With certificate (20),,,,,470.0
Education,M1H,  University - With degree,Total population 15 years and over,  University - With degree,,,,,1255.0
Education,M1H,Males with postsecondary qualifications (21),Males with postsecondary qualifications (21),,,,,,2320.0
Education,M1H,"  Educational, recreational and counselling services",Males with postsecondary qualifications (21),"  Educational, recreational and counselling services",,,,,125.0
Education,M1H,  Fine and applied arts,Males with postsecondary qualifications (21),  Fine and applied arts,,,,,115.0
Education,M1H,  Humanities and related fields,Males with postsecondary qualifications (21),  Humanities and related fields,,,,,50.0
Education,M1H,  Social sciences and related fields,Males with postsecondary qualifications (21),  Social sciences and related fields,,,,,125.0
