Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Family structure,Can,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,719275.0
Family structure,Can,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,423750.0
Family structure,Can,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,295520.0
Family structure,Can,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,159915.0
Family structure,Can,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,96650.0
Family structure,Can,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,38955.0
Family structure,Can,Total lone-parent families,Total lone-parent families,,,,,,953640.0
Family structure,Can,  Male parent,Total lone-parent families,  Male parent,,,,,165245.0
Family structure,Can,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,103085.0
Family structure,Can,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,45935.0
Family structure,Can,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,16225.0
Family structure,Can,  Female parent,Total lone-parent families,  Female parent,,,,,788395.0
Family structure,Can,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,458590.0
Family structure,Can,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,239410.0
Family structure,Can,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,90400.0
Family structure,Can,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,8810310.0
Family structure,Can,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,2204615.0
Family structure,Can,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,3324420.0
Family structure,Can,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,1051400.0
Family structure,Can,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,1565915.0
Family structure,Can,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,663955.0
Family structure,Can,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.2
Family structure,Can,Total number of persons in private households,Total number of persons in private households,,,,,,26731705.0
Family structure,Can,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,4163580.0
Family structure,Can,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,843910.0
Family structure,Can,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,1037180.0
Family structure,Can,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,2282485.0
Family structure,Can,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,22568130.0
Family structure,Can,Average number of persons per census family,Average number of persons per census family,,,,,,3.1
Family structure,Can,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,2887745.0
Family structure,Can,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,1116390.0
Family structure,Can,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,237435.0
Family structure,Can,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,70380.0
Family structure,Can,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,808575.0
Family structure,Can,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,1771355.0
Family structure,Can,Total number of economic families,Total number of economic families,,,,,,7421595.0
Family structure,Can,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,3006755.0
Family structure,Can,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,1681325.0
Family structure,Can,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,1737610.0
Family structure,Can,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,995910.0
Family structure,Can,Total number of persons in economic families,Total number of persons in economic families,,,,,,23412040.0
Family structure,Can,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.2
Family structure,Can,Total number of unattached individuals,Total number of unattached individuals,,,,,,3319665.0
Family structure,Ont,Total number of private households,Total number of private households,,,,,,3638365.0
Family structure,Ont,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,786600.0
Family structure,Ont,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,1132545.0
Family structure,Ont,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,636535.0
Family structure,Ont,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,953560.0
Family structure,Ont,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,129125.0
Family structure,Ont,  Non-family household,Total number of private households,  Non-family household,,,,,967160.0
Family structure,Ont,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,2617625.0
Family structure,Ont,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,53570.0
Family structure,Ont,Number of persons in private households,Number of persons in private households,,,,,,9899930.0
Family structure,Ont,Average number of persons per household,Average number of persons per household,,,,,,2.7
Family structure,Ont,Total number of census families,Total number of census families,,,,,,2726625.0
Family structure,Ont,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,1149405.0
Family structure,Ont,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,614025.0
Family structure,Ont,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,653280.0
Family structure,Ont,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,309920.0
Family structure,Ont,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,2384320.0
Family structure,Ont,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,2204950.0
Family structure,Ont,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,839360.0
Family structure,Ont,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,1365590.0
Family structure,Ont,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,474420.0
Family structure,Ont,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,600345.0
Family structure,Ont,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,290825.0
Family structure,Ont,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,179370.0
Family structure,Ont,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,111555.0
Family structure,Ont,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,67815.0
Family structure,Ont,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,35245.0
Family structure,Ont,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,22580.0
Family structure,Ont,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,9985.0
Family structure,Ont,Total lone-parent families,Total lone-parent families,,,,,,342300.0
Family structure,Ont,  Male parent,Total lone-parent families,  Male parent,,,,,57700.0
Family structure,Ont,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,35470.0
Family structure,Ont,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,16555.0
Family structure,Ont,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,5685.0
Family structure,Ont,  Female parent,Total lone-parent families,  Female parent,,,,,284595.0
Family structure,Ont,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,163025.0
Family structure,Ont,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,87800.0
Family structure,Ont,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,33775.0
Family structure,Ont,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,3282915.0
Family structure,Ont,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,822325.0
Family structure,Ont,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,1183255.0
Family structure,Ont,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,379405.0
Family structure,Ont,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,635135.0
Family structure,Ont,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,262785.0
Family structure,Ont,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.2
Family structure,Ont,Total number of persons in private households,Total number of persons in private households,,,,,,9899930.0
Family structure,Ont,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,1506075.0
Family structure,Ont,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,326375.0
Family structure,Ont,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,393100.0
Family structure,Ont,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,786600.0
Family structure,Ont,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,8393855.0
Family structure,Ont,Average number of persons per census family,Average number of persons per census family,,,,,,3.1
Family structure,Ont,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,1088680.0
Family structure,Ont,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,413400.0
Family structure,Ont,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,92240.0
Family structure,Ont,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,23320.0
Family structure,Ont,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,297840.0
Family structure,Ont,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,675280.0
Family structure,Ont,Total number of economic families,Total number of economic families,,,,,,2736440.0
Family structure,Ont,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,1084660.0
Family structure,Ont,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,611500.0
Family structure,Ont,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,652940.0
Family structure,Ont,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,387345.0
Family structure,Ont,Total number of persons in economic families,Total number of persons in economic families,,,,,,8720225.0
Family structure,Ont,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.2
Family structure,Ont,Total number of unattached individuals,Total number of unattached individuals,,,,,,1179705.0
Family structure,M1B,Total number of private households,Total number of private households,,,,,,14490.0
Family structure,M1B,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,1065.0
Family structure,M1B,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,3020.0
Family structure,M1B,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,3020.0
Family structure,M1B,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,5725.0
Family structure,M1B,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,1655.0
Family structure,M1B,  Non-family household,Total number of private households,  Non-family household,,,,,1685.0
Family structure,M1B,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,12065.0
Family structure,M1B,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,740.0
Family structure,M1B,Number of persons in private households,Number of persons in private households,,,,,,52160.0
Family structure,M1B,Average number of persons per household,Average number of persons per household,,,,,,3.6
Family structure,M1B,Total number of census families,Total number of census families,,,,,,13590.0
Family structure,M1B,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,3885.0
Family structure,M1B,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,3450.0
Family structure,M1B,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,4105.0
Family structure,M1B,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,2155.0
Family structure,M1B,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,11335.0
Family structure,M1B,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,10630.0
Family structure,M1B,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,2445.0
Family structure,M1B,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,8185.0
Family structure,M1B,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,2485.0
Family structure,M1B,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,3710.0
Family structure,M1B,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,1995.0
Family structure,M1B,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,700.0
Family structure,M1B,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,300.0
Family structure,M1B,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,395.0
Family structure,M1B,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,190.0
Family structure,M1B,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,130.0
Family structure,M1B,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,75.0
Family structure,M1B,Total lone-parent families,Total lone-parent families,,,,,,2265.0
Family structure,M1B,  Male parent,Total lone-parent families,  Male parent,,,,,355.0
Family structure,M1B,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,150.0
Family structure,M1B,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,145.0
Family structure,M1B,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,60.0
Family structure,M1B,  Female parent,Total lone-parent families,  Female parent,,,,,1905.0
Family structure,M1B,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,985.0
Family structure,M1B,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,635.0
Family structure,M1B,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,285.0
Family structure,M1B,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,21120.0
Family structure,M1B,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,4885.0
Family structure,M1B,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,7740.0
Family structure,M1B,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,2485.0
Family structure,M1B,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,4415.0
Family structure,M1B,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,1595.0
Family structure,M1B,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.6
Family structure,M1B,Total number of persons in private households,Total number of persons in private households,,,,,,52160.0
Family structure,M1B,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,6115.0
Family structure,M1B,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,2925.0
Family structure,M1B,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,2125.0
Family structure,M1B,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,1065.0
Family structure,M1B,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,46045.0
Family structure,M1B,Average number of persons per census family,Average number of persons per census family,,,,,,3.4
Family structure,M1B,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,1830.0
Family structure,M1B,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,750.0
Family structure,M1B,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,635.0
Family structure,M1B,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,15.0
Family structure,M1B,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,105.0
Family structure,M1B,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,1075.0
Family structure,M1B,Total number of economic families,Total number of economic families,,,,,,13070.0
Family structure,M1B,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,3065.0
Family structure,M1B,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,2895.0
Family structure,M1B,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,3685.0
Family structure,M1B,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,3430.0
Family structure,M1B,Total number of persons in economic families,Total number of persons in economic families,,,,,,48965.0
Family structure,M1B,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.7
Family structure,M1B,Total number of unattached individuals,Total number of unattached individuals,,,,,,3190.0
Family structure,M1C,Total number of private households,Total number of private households,,,,,,8150.0
Family structure,M1C,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,495.0
Family structure,M1C,"  Size of household, 2 persons",Total number of private households,"  Size of household, 2 persons",,,,,1735.0
Family structure,M1C,"  Size of household, 3 persons",Total number of private households,"  Size of household, 3 persons",,,,,1595.0
Family structure,M1C,"  Size of household, 4 or 5 persons",Total number of private households,"  Size of household, 4 or 5 persons",,,,,3735.0
Family structure,M1C,"  Size of household, 6 or more persons",Total number of private households,"  Size of household, 6 or more persons",,,,,600.0
Family structure,M1C,  Non-family household,Total number of private households,  Non-family household,,,,,720.0
Family structure,M1C,    1 census family household,Total number of private households,  Non-family household,    1 census family household,,,,7125.0
Family structure,M1C,    2 or more census family household,Total number of private households,  Non-family household,    2 or more census family household,,,,305.0
Family structure,M1C,Number of persons in private households,Number of persons in private households,,,,,,28675.0
Family structure,M1C,Average number of persons per household,Average number of persons per household,,,,,,3.5
Family structure,M1C,Total number of census families,Total number of census families,,,,,,7745.0
Family structure,M1C,"   Size of census family, 2 persons",Total number of census families,"   Size of census family, 2 persons",,,,,2130.0
Family structure,M1C,"   Size of census family, 3 persons",Total number of census families,"   Size of census family, 3 persons",,,,,1775.0
Family structure,M1C,"   Size of census family, 4 persons",Total number of census families,"   Size of census family, 4 persons",,,,,2710.0
Family structure,M1C,"   Size of census family, 5 or more persons",Total number of census families,"   Size of census family, 5 or more persons",,,,,1135.0
Family structure,M1C,Total husband-wife families (iv),Total husband-wife families (iv),,,,,,7035.0
Family structure,M1C,  Total families of now-married couples,Total husband-wife families (iv),  Total families of now-married couples,,,,,6725.0
Family structure,M1C,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total without sons and daughters at home,,,,1650.0
Family structure,M1C,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,,,,5075.0
Family structure,M1C,      1 son or daughter,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      1 son or daughter,,,1435.0
Family structure,M1C,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,2555.0
Family structure,M1C,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of now-married couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,1080.0
Family structure,M1C,  Total families of common-law couples,Total husband-wife families (iv),  Total families of common-law couples,,,,,305.0
Family structure,M1C,    Total without sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total without sons and daughters at home,,,,135.0
Family structure,M1C,    Total with sons and daughters at home,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,,,,175.0
Family structure,M1C,      1 son or daughter,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      1 son or daughter,,,65.0
Family structure,M1C,      2 sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      2 sons and/or daughters,,,80.0
Family structure,M1C,      3 or more sons and/or daughters,Total husband-wife families (iv),  Total families of common-law couples,    Total with sons and daughters at home,      3 or more sons and/or daughters,,,25.0
Family structure,M1C,Total lone-parent families,Total lone-parent families,,,,,,715.0
Family structure,M1C,  Male parent,Total lone-parent families,  Male parent,,,,,150.0
Family structure,M1C,    1 son or daughter,Total lone-parent families,  Male parent,    1 son or daughter,,,,65.0
Family structure,M1C,    2 sons and/or daughters,Total lone-parent families,  Male parent,    2 sons and/or daughters,,,,55.0
Family structure,M1C,    3 or more sons and/or daughters,Total lone-parent families,  Male parent,    3 or more sons and/or daughters,,,,30.0
Family structure,M1C,  Female parent,Total lone-parent families,  Female parent,,,,,565.0
Family structure,M1C,    1 son or daughter,Total lone-parent families,  Female parent,    1 son or daughter,,,,275.0
Family structure,M1C,    2 sons and/or daughters,Total lone-parent families,  Female parent,    2 sons and/or daughters,,,,210.0
Family structure,M1C,    3 or more sons and/or daughters,Total lone-parent families,  Female parent,    3 or more sons and/or daughters,,,,75.0
Family structure,M1C,Total number never-married sons/daughters,Total number never-married sons/daughters,,,,,,11625.0
Family structure,M1C,  Under 6 years of age,Total number never-married sons/daughters,  Under 6 years of age,,,,,1995.0
Family structure,M1C,  6-14 years,Total number never-married sons/daughters,  6-14 years,,,,,4110.0
Family structure,M1C,  15-17 years,Total number never-married sons/daughters,  15-17 years,,,,,1625.0
Family structure,M1C,  18-24 years,Total number never-married sons/daughters,  18-24 years,,,,,2915.0
Family structure,M1C,  25 years and over,Total number never-married sons/daughters,  25 years and over,,,,,985.0
Family structure,M1C,Average number of sons/daughters at home per family (v),Average number of sons/daughters at home per family (v),,,,,,1.5
Family structure,M1C,Total number of persons in private households,Total number of persons in private households,,,,,,28675.0
Family structure,M1C,  Number of non-family persons,Total number of persons in private households,  Number of non-family persons,,,,,2270.0
Family structure,M1C,    Living with relatives,Total number of persons in private households,  Number of non-family persons,    Living with relatives,,,,985.0
Family structure,M1C,    Living with non-relatives only,Total number of persons in private households,  Number of non-family persons,    Living with non-relatives only,,,,800.0
Family structure,M1C,    Living alone,Total number of persons in private households,  Number of non-family persons,    Living alone,,,,490.0
Family structure,M1C,  Number of family persons,Total number of persons in private households,  Number of family persons,,,,,26410.0
Family structure,M1C,Average number of persons per census family,Average number of persons per census family,,,,,,3.4
Family structure,M1C,Total number of persons 65 years and over,Total number of persons 65 years and over,,,,,,1610.0
Family structure,M1C,  Number of non-family persons 65 and over,Total number of persons 65 years and over,  Number of non-family persons 65 and over,,,,,560.0
Family structure,M1C,    Living with relatives,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with relatives,,,,380.0
Family structure,M1C,    Living with non-relatives only,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living with non-relatives only,,,,40.0
Family structure,M1C,    Living alone,Total number of persons 65 years and over,  Number of non-family persons 65 and over,    Living alone,,,,135.0
Family structure,M1C,  Number of family persons 65 and over,Total number of persons 65 years and over,  Number of family persons 65 and over,,,,,1050.0
Family structure,M1C,Total number of economic families,Total number of economic families,,,,,,7540.0
Family structure,M1C,"   Size of economic family, 2 persons",Total number of economic families,"   Size of economic family, 2 persons",,,,,1750.0
Family structure,M1C,"   Size of economic family, 3 persons",Total number of economic families,"   Size of economic family, 3 persons",,,,,1635.0
Family structure,M1C,"   Size of economic family, 4 persons",Total number of economic families,"   Size of economic family, 4 persons",,,,,2590.0
Family structure,M1C,"   Size of economic family, 5 or more persons",Total number of economic families,"   Size of economic family, 5 or more persons",,,,,1570.0
Family structure,M1C,Total number of persons in economic families,Total number of persons in economic families,,,,,,27390.0
Family structure,M1C,Average number of persons per economic family,Average number of persons per economic family,,,,,,3.6
Family structure,M1C,Total number of unattached individuals,Total number of unattached individuals,,,,,,1285.0
Family structure,M1E,Total number of private households,Total number of private households,,,,,,15305.0
Family structure,M1E,"  Size of household, 1 person",Total number of private households,"  Size of household, 1 person",,,,,2925.0
