Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Language,Can,      Dogrib,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Dogrib,,,2140.0
Language,Can,      Kutchin-Gwich'in (Loucheux),"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Kutchin-Gwich'in (Loucheux),,,445.0
Language,Can,    Other languages,"Mother tongue,single responses",  Non-official languages,    Other languages,,,,1013175.0
Language,Can," Mother tongue, multiple responses"," Mother tongue, multiple responses",,,,,,330250.0
Language,Can,  English and French," Mother tongue, multiple responses",  English and French,,,,,91895.0
Language,Can,  English and non-official language(s)," Mother tongue, multiple responses",  English and non-official language(s),,,,,186820.0
Language,Can,  French and non-official language(s)," Mother tongue, multiple responses",  French and non-official language(s),,,,,22550.0
Language,Can,"  English,French & non-official language(s)"," Mother tongue, multiple responses","  English,French & non-official language(s)",,,,,5925.0
Language,Can,    Non-official languages," Mother tongue, multiple responses","  English,French & non-official language(s)",    Non-official languages,,,,23060.0
Language,Can,"Home language, single responses","Home language, single responses",,,,,,26506310.0
Language,Can,"  English, home language","Home language, single responses","  English, home language",,,,,18220180.0
Language,Can,"  French, home language","Home language, single responses","  French, home language",,,,,6211235.0
Language,Can,"Non-official languages, home language","Non-official languages, home language",,,,,,2074895.0
Language,Can,"  Chinese, home language","Non-official languages, home language","  Chinese, home language",,,,,389230.0
Language,Can,"  Italian, home language","Non-official languages, home language","  Italian, home language",,,,,241420.0
Language,Can,"  Portuguese, home language","Non-official languages, home language","  Portuguese, home language",,,,,133815.0
Language,Can,"  Spanish, home language","Non-official languages, home language","  Spanish, home language",,,,,123130.0
Language,Can,"  German, home language","Non-official languages, home language","  German, home language",,,,,114270.0
Language,Can,"  Polish, home language","Non-official languages, home language","  Polish, home language",,,,,103900.0
Language,Can,"  Punjabi, home language","Non-official languages, home language","  Punjabi, home language",,,,,101265.0
Language,Can,"  Greek, home language","Non-official languages, home language","  Greek, home language",,,,,79340.0
Language,Can,"  Vietnamese, home language","Non-official languages, home language","  Vietnamese, home language",,,,,71545.0
Language,Can,"  Arabic, home language","Non-official languages, home language","  Arabic, home language",,,,,64930.0
Language,Can,"  Cree, home language","Non-official languages, home language","  Cree, home language",,,,,50770.0
Language,Can,"  Tagalog (Pilipino), home language","Non-official languages, home language","  Tagalog (Pilipino), home language",,,,,48130.0
Language,Can,"  Ukrainian, home language","Non-official languages, home language","  Ukrainian, home language",,,,,39530.0
Language,Can,"  Persian (Farsi), home language","Non-official languages, home language","  Persian (Farsi), home language",,,,,31645.0
Language,Can,"  Korean, home language","Non-official languages, home language","  Korean, home language",,,,,27210.0
Language,Can,"  Hungarian, home language","Non-official languages, home language","  Hungarian, home language",,,,,26235.0
Language,Can,"  Tamil, home language","Non-official languages, home language","  Tamil, home language",,,,,23085.0
Language,Can,"  Gujarati, home language","Non-official languages, home language","  Gujarati, home language",,,,,22375.0
Language,Can,"  Croatian, home language","Non-official languages, home language","  Croatian, home language",,,,,21165.0
Language,Can,"  Armenian, home language","Non-official languages, home language","  Armenian, home language",,,,,20515.0
Language,Can,"  Inuktitut, home language","Non-official languages, home language","  Inuktitut, home language",,,,,20080.0
Language,Can,"  Hindi, home language","Non-official languages, home language","  Hindi, home language",,,,,17600.0
Language,Can,"  Urdu, home language","Non-official languages, home language","  Urdu, home language",,,,,15940.0
Language,Can,"  Japanese, home language","Non-official languages, home language","  Japanese, home language",,,,,15615.0
Language,Can,"  Russian, home language","Non-official languages, home language","  Russian, home language",,,,,14725.0
Language,Can,"  Creoles, home language","Non-official languages, home language","  Creoles, home language",,,,,14610.0
Language,Can,"  Dutch, home language","Non-official languages, home language","  Dutch, home language",,,,,14545.0
Language,Can,"  Khmer (Cambodian), home language","Non-official languages, home language","  Khmer (Cambodian), home language",,,,,12425.0
Language,Can,"  Ojibway, home language","Non-official languages, home language","  Ojibway, home language",,,,,12105.0
Language,Can,"  Romanian, home language","Non-official languages, home language","  Romanian, home language",,,,,11620.0
Language,Can,"  Other languages, home language","Non-official languages, home language","  Other languages, home language",,,,,192105.0
Language,Can,"Home language, multiple responses","Home language, multiple responses",,,,,,487730.0
Language,Can,"  English only, knowledge of official language","Home language, multiple responses","  English only, knowledge of official language",,,,,18106760.0
Language,Can,"  French only, knowledge of official language","Home language, multiple responses","  French only, knowledge of official language",,,,,4110305.0
Language,Can,  Both English and French,"Home language, multiple responses",  Both English and French,,,,,4398655.0
Language,Can,  Neither English nor French,"Home language, multiple responses",  Neither English nor French,,,,,378325.0
Language,Can,"    Italian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Italian, knowledge of non-official languages (2)",,,,701910.0
Language,Can,"    German, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    German, knowledge of non-official languages (2)",,,,684955.0
Language,Can,"    Chinese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Chinese, knowledge of non-official languages (2)",,,,557305.0
Language,Can,"    Spanish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Spanish, knowledge of non-official languages (2)",,,,402430.0
Language,Can,"    Portuguese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Portuguese, knowledge of non-official languages (2)",,,,254465.0
Language,Can,"    Ukrainian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Ukrainian, knowledge of non-official languages (2)",,,,249535.0
Language,Can,"    Polish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Polish, knowledge of non-official languages (2)",,,,239575.0
Language,Can,"    Dutch, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Dutch, knowledge of non-official languages (2)",,,,173290.0
Language,Can,"    Punjabi, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Punjabi, knowledge of non-official languages (2)",,,,167925.0
Language,Can,"    Arabic, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Arabic, knowledge of non-official languages (2)",,,,164380.0
Language,Can,"    Greek, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Greek, knowledge of non-official languages (2)",,,,161320.0
Language,Can,"    Tagalog (Pilipino), knowledge of non-official langs.(2)","Home language, multiple responses",  Neither English nor French,"    Tagalog (Pilipino), knowledge of non-official langs.(2)",,,,136975.0
Language,Can,"    Vietnamese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Vietnamese, knowledge of non-official languages (2)",,,,113115.0
Language,Can,"    Hindi, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hindi, knowledge of non-official languages (2)",,,,111965.0
Language,Can,"    Hungarian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hungarian, knowledge of non-official languages (2)",,,,97410.0
Language,Can,"    Cree, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Cree, knowledge of non-official languages (2)",,,,93825.0
Language,Can,"    Russian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Russian, knowledge of non-official languages (2)",,,,84050.0
Language,Can,"    Gujarati, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Gujarati, knowledge of non-official languages (2)",,,,54210.0
Language,Can,"    Yiddish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Yiddish, knowledge of non-official languages (2)",,,,53420.0
Language,Can,"    Hebrew, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hebrew, knowledge of non-official languages (2)",,,,52450.0
Language,Can,"    Urdu, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Urdu, knowledge of non-official languages (2)",,,,51965.0
Language,Can,"    Creoles, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Creoles, knowledge of non-official languages (2)",,,,49970.0
Language,Can,"    Persian (Farsi), knowledge of non-official langs. (2)","Home language, multiple responses",  Neither English nor French,"    Persian (Farsi), knowledge of non-official langs. (2)",,,,49380.0
Language,Can,"    Croatian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Croatian, knowledge of non-official languages (2)",,,,47110.0
Language,Can,"    Japanese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Japanese, knowledge of non-official languages (2)",,,,45370.0
Language,Can,"    Korean, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Korean, knowledge of non-official languages (2)",,,,40230.0
Language,Can,"    Tamil, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Tamil, knowledge of non-official languages (2)",,,,37330.0
Language,Can,"    Finnish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Finnish, knowledge of non-official languages (2)",,,,31085.0
Language,Can,"    Armenian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Armenian, knowledge of non-official languages (2)",,,,30630.0
Language,Can,"    Romanian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Romanian, knowledge of non-official languages (2)",,,,30520.0
Language,Ont,"Mother tongue,single responses","Mother tongue,single responses",,,,,,9835175.0
Language,Ont,  English,"Mother tongue,single responses",  English,,,,,7380365.0
Language,Ont,  French,"Mother tongue,single responses",  French,,,,,485395.0
Language,Ont,  Non-official languages,"Mother tongue,single responses",  Non-official languages,,,,,1969415.0
Language,Ont,    Italian,"Mother tongue,single responses",  Non-official languages,    Italian,,,,326035.0
Language,Ont,    Chinese,"Mother tongue,single responses",  Non-official languages,    Chinese,,,,234175.0
Language,Ont,    German,"Mother tongue,single responses",  Non-official languages,    German,,,,162675.0
Language,Ont,    Portuguese,"Mother tongue,single responses",  Non-official languages,    Portuguese,,,,150625.0
Language,Ont,    Polish,"Mother tongue,single responses",  Non-official languages,    Polish,,,,118850.0
Language,Ont,    Ukrainian,"Mother tongue,single responses",  Non-official languages,    Ukrainian,,,,54890.0
Language,Ont,    Spanish,"Mother tongue,single responses",  Non-official languages,    Spanish,,,,85850.0
Language,Ont,    Dutch,"Mother tongue,single responses",  Non-official languages,    Dutch,,,,76185.0
Language,Ont,    Greek,"Mother tongue,single responses",  Non-official languages,    Greek,,,,66675.0
Language,Ont,    Punjabi,"Mother tongue,single responses",  Non-official languages,    Punjabi,,,,48585.0
Language,Ont,    Arabic,"Mother tongue,single responses",  Non-official languages,    Arabic,,,,46565.0
Language,Ont,    Tagalog,"Mother tongue,single responses",  Non-official languages,    Tagalog,,,,50980.0
Language,Ont,    Cree,"Mother tongue,single responses",  Non-official languages,    Cree,,,,4395.0
Language,Ont,    Inuktitut,"Mother tongue,single responses",  Non-official languages,    Inuktitut,,,,240.0
Language,Ont,    Montagnais-Naskapi,"Mother tongue,single responses",  Non-official languages,    Montagnais-Naskapi,,,,25.0
Language,Ont,"    Athapaskan languages,n.i.e.","Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",,,,25.0
Language,Ont,      Micmac,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Micmac,,,110.0
Language,Ont,      South Slave,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      South Slave,,,10.0
Language,Ont,      Chipewyan,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Chipewyan,,,110.0
Language,Ont,      Dogrib,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Dogrib,,,10.0
Language,Ont,      Kutchin-Gwich'in (Loucheux),"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Kutchin-Gwich'in (Loucheux),,,0.0
Language,Ont,    Other languages,"Mother tongue,single responses",  Non-official languages,    Other languages,,,,542400.0
Language,Ont," Mother tongue, multiple responses"," Mother tongue, multiple responses",,,,,,141875.0
Language,Ont,  English and French," Mother tongue, multiple responses",  English and French,,,,,31390.0
Language,Ont,  English and non-official language(s)," Mother tongue, multiple responses",  English and non-official language(s),,,,,93930.0
Language,Ont,  French and non-official language(s)," Mother tongue, multiple responses",  French and non-official language(s),,,,,3485.0
Language,Ont,"  English,French & non-official language(s)"," Mother tongue, multiple responses","  English,French & non-official language(s)",,,,,1520.0
Language,Ont,    Non-official languages," Mother tongue, multiple responses","  English,French & non-official language(s)",    Non-official languages,,,,11540.0
Language,Ont,"Home language, single responses","Home language, single responses",,,,,,9764700.0
Language,Ont,"  English, home language","Home language, single responses","  English, home language",,,,,8397000.0
Language,Ont,"  French, home language","Home language, single responses","  French, home language",,,,,300085.0
Language,Ont,"Non-official languages, home language","Non-official languages, home language",,,,,,1067615.0
Language,Ont,"  Chinese, home language","Non-official languages, home language","  Chinese, home language",,,,,187685.0
Language,Ont,"  Italian, home language","Non-official languages, home language","  Italian, home language",,,,,152825.0
Language,Ont,"  Portuguese, home language","Non-official languages, home language","  Portuguese, home language",,,,,98740.0
Language,Ont,"  Spanish, home language","Non-official languages, home language","  Spanish, home language",,,,,61710.0
Language,Ont,"  German, home language","Non-official languages, home language","  German, home language",,,,,40960.0
Language,Ont,"  Polish, home language","Non-official languages, home language","  Polish, home language",,,,,68875.0
Language,Ont,"  Punjabi, home language","Non-official languages, home language","  Punjabi, home language",,,,,36880.0
Language,Ont,"  Greek, home language","Non-official languages, home language","  Greek, home language",,,,,39695.0
Language,Ont,"  Vietnamese, home language","Non-official languages, home language","  Vietnamese, home language",,,,,29355.0
Language,Ont,"  Arabic, home language","Non-official languages, home language","  Arabic, home language",,,,,28720.0
Language,Ont,"  Cree, home language","Non-official languages, home language","  Cree, home language",,,,,3100.0
Language,Ont,"  Tagalog (Pilipino), home language","Non-official languages, home language","  Tagalog (Pilipino), home language",,,,,24725.0
Language,Ont,"  Ukrainian, home language","Non-official languages, home language","  Ukrainian, home language",,,,,19185.0
Language,Ont,"  Persian (Farsi), home language","Non-official languages, home language","  Persian (Farsi), home language",,,,,19110.0
Language,Ont,"  Korean, home language","Non-official languages, home language","  Korean, home language",,,,,16620.0
Language,Ont,"  Hungarian, home language","Non-official languages, home language","  Hungarian, home language",,,,,16040.0
Language,Ont,"  Tamil, home language","Non-official languages, home language","  Tamil, home language",,,,,18615.0
Language,Ont,"  Gujarati, home language","Non-official languages, home language","  Gujarati, home language",,,,,14565.0
Language,Ont,"  Croatian, home language","Non-official languages, home language","  Croatian, home language",,,,,16205.0
Language,Ont,"  Armenian, home language","Non-official languages, home language","  Armenian, home language",,,,,7735.0
Language,Ont,"  Inuktitut, home language","Non-official languages, home language","  Inuktitut, home language",,,,,15.0
Language,Ont,"  Hindi, home language","Non-official languages, home language","  Hindi, home language",,,,,7425.0
Language,Ont,"  Urdu, home language","Non-official languages, home language","  Urdu, home language",,,,,11080.0
Language,Ont,"  Japanese, home language","Non-official languages, home language","  Japanese, home language",,,,,5285.0
Language,Ont,"  Russian, home language","Non-official languages, home language","  Russian, home language",,,,,9045.0
Language,Ont,"  Creoles, home language","Non-official languages, home language","  Creoles, home language",,,,,1185.0
Language,Ont,"  Dutch, home language","Non-official languages, home language","  Dutch, home language",,,,,7695.0
Language,Ont,"  Khmer (Cambodian), home language","Non-official languages, home language","  Khmer (Cambodian), home language",,,,,3940.0
Language,Ont,"  Ojibway, home language","Non-official languages, home language","  Ojibway, home language",,,,,6910.0
Language,Ont,"  Romanian, home language","Non-official languages, home language","  Romanian, home language",,,,,6270.0
Language,Ont,"  Other languages, home language","Non-official languages, home language","  Other languages, home language",,,,,107415.0
Language,Ont,"Home language, multiple responses","Home language, multiple responses",,,,,,212355.0
Language,Ont,"  English only, knowledge of official language","Home language, multiple responses","  English only, knowledge of official language",,,,,8593635.0
Language,Ont,"  French only, knowledge of official language","Home language, multiple responses","  French only, knowledge of official language",,,,,54245.0
Language,Ont,  Both English and French,"Home language, multiple responses",  Both English and French,,,,,1136240.0
Language,Ont,  Neither English nor French,"Home language, multiple responses",  Neither English nor French,,,,,192930.0
Language,Ont,"    Italian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Italian, knowledge of non-official languages (2)",,,,435980.0
Language,Ont,"    German, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    German, knowledge of non-official languages (2)",,,,262525.0
Language,Ont,"    Chinese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Chinese, knowledge of non-official languages (2)",,,,259595.0
Language,Ont,"    Spanish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Spanish, knowledge of non-official languages (2)",,,,161880.0
Language,Ont,"    Portuguese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Portuguese, knowledge of non-official languages (2)",,,,177065.0
Language,Ont,"    Ukrainian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Ukrainian, knowledge of non-official languages (2)",,,,71115.0
Language,Ont,"    Polish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Polish, knowledge of non-official languages (2)",,,,146540.0
Language,Ont,"    Dutch, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Dutch, knowledge of non-official languages (2)",,,,95200.0
Language,Ont,"    Punjabi, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Punjabi, knowledge of non-official languages (2)",,,,64110.0
Language,Ont,"    Arabic, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Arabic, knowledge of non-official languages (2)",,,,67120.0
Language,Ont,"    Greek, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Greek, knowledge of non-official languages (2)",,,,88245.0
Language,Ont,"    Tagalog (Pilipino), knowledge of non-official langs.(2)","Home language, multiple responses",  Neither English nor French,"    Tagalog (Pilipino), knowledge of non-official langs.(2)",,,,67880.0
Language,Ont,"    Vietnamese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Vietnamese, knowledge of non-official languages (2)",,,,47505.0
Language,Ont,"    Hindi, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hindi, knowledge of non-official languages (2)",,,,54925.0
Language,Ont,"    Hungarian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hungarian, knowledge of non-official languages (2)",,,,55730.0
Language,Ont,"    Cree, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Cree, knowledge of non-official languages (2)",,,,5380.0
Language,Ont,"    Russian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Russian, knowledge of non-official languages (2)",,,,40840.0
Language,Ont,"    Gujarati, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Gujarati, knowledge of non-official languages (2)",,,,32110.0
Language,Ont,"    Yiddish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Yiddish, knowledge of non-official languages (2)",,,,23555.0
Language,Ont,"    Hebrew, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Hebrew, knowledge of non-official languages (2)",,,,28970.0
Language,Ont,"    Urdu, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Urdu, knowledge of non-official languages (2)",,,,34405.0
Language,Ont,"    Creoles, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Creoles, knowledge of non-official languages (2)",,,,5775.0
Language,Ont,"    Persian (Farsi), knowledge of non-official langs. (2)","Home language, multiple responses",  Neither English nor French,"    Persian (Farsi), knowledge of non-official langs. (2)",,,,29525.0
Language,Ont,"    Croatian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Croatian, knowledge of non-official languages (2)",,,,34710.0
Language,Ont,"    Japanese, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Japanese, knowledge of non-official languages (2)",,,,15265.0
Language,Ont,"    Korean, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Korean, knowledge of non-official languages (2)",,,,24610.0
Language,Ont,"    Tamil, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Tamil, knowledge of non-official languages (2)",,,,29270.0
Language,Ont,"    Finnish, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Finnish, knowledge of non-official languages (2)",,,,21185.0
Language,Ont,"    Armenian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Armenian, knowledge of non-official languages (2)",,,,12295.0
Language,Ont,"    Romanian, knowledge of non-official languages (2)","Home language, multiple responses",  Neither English nor French,"    Romanian, knowledge of non-official languages (2)",,,,15425.0
Language,M1B,"Mother tongue,single responses","Mother tongue,single responses",,,,,,50860.0
Language,M1B,  English,"Mother tongue,single responses",  English,,,,,35105.0
Language,M1B,  French,"Mother tongue,single responses",  French,,,,,545.0
Language,M1B,  Non-official languages,"Mother tongue,single responses",  Non-official languages,,,,,15215.0
Language,M1B,    Italian,"Mother tongue,single responses",  Non-official languages,    Italian,,,,475.0
Language,M1B,    Chinese,"Mother tongue,single responses",  Non-official languages,    Chinese,,,,3790.0
Language,M1B,    German,"Mother tongue,single responses",  Non-official languages,    German,,,,315.0
Language,M1B,    Portuguese,"Mother tongue,single responses",  Non-official languages,    Portuguese,,,,240.0
Language,M1B,    Polish,"Mother tongue,single responses",  Non-official languages,    Polish,,,,250.0
Language,M1B,    Ukrainian,"Mother tongue,single responses",  Non-official languages,    Ukrainian,,,,40.0
Language,M1B,    Spanish,"Mother tongue,single responses",  Non-official languages,    Spanish,,,,525.0
Language,M1B,    Dutch,"Mother tongue,single responses",  Non-official languages,    Dutch,,,,110.0
Language,M1B,    Greek,"Mother tongue,single responses",  Non-official languages,    Greek,,,,270.0
Language,M1B,    Punjabi,"Mother tongue,single responses",  Non-official languages,    Punjabi,,,,755.0
Language,M1B,    Arabic,"Mother tongue,single responses",  Non-official languages,    Arabic,,,,395.0
Language,M1B,    Tagalog,"Mother tongue,single responses",  Non-official languages,    Tagalog,,,,2110.0
Language,M1B,    Cree,"Mother tongue,single responses",  Non-official languages,    Cree,,,,0.0
Language,M1B,    Inuktitut,"Mother tongue,single responses",  Non-official languages,    Inuktitut,,,,0.0
Language,M1B,    Montagnais-Naskapi,"Mother tongue,single responses",  Non-official languages,    Montagnais-Naskapi,,,,0.0
Language,M1B,"    Athapaskan languages,n.i.e.","Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",,,,0.0
Language,M1B,      Micmac,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Micmac,,,0.0
Language,M1B,      South Slave,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      South Slave,,,0.0
Language,M1B,      Chipewyan,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Chipewyan,,,0.0
Language,M1B,      Dogrib,"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Dogrib,,,0.0
Language,M1B,      Kutchin-Gwich'in (Loucheux),"Mother tongue,single responses",  Non-official languages,"    Athapaskan languages,n.i.e.",      Kutchin-Gwich'in (Loucheux),,,0.0
Language,M1B,    Other languages,"Mother tongue,single responses",  Non-official languages,    Other languages,,,,5930.0
Language,M1B," Mother tongue, multiple responses"," Mother tongue, multiple responses",,,,,,1475.0
Language,M1B,  English and French," Mother tongue, multiple responses",  English and French,,,,,60.0
Language,M1B,  English and non-official language(s)," Mother tongue, multiple responses",  English and non-official language(s),,,,,1300.0
Language,M1B,  French and non-official language(s)," Mother tongue, multiple responses",  French and non-official language(s),,,,,15.0
Language,M1B,"  English,French & non-official language(s)"," Mother tongue, multiple responses","  English,French & non-official language(s)",,,,,0.0
Language,M1B,    Non-official languages," Mother tongue, multiple responses","  English,French & non-official language(s)",    Non-official languages,,,,105.0
Language,M1B,"Home language, single responses","Home language, single responses",,,,,,49985.0
Language,M1B,"  English, home language","Home language, single responses","  English, home language",,,,,39930.0
Language,M1B,"  French, home language","Home language, single responses","  French, home language",,,,,210.0
Language,M1B,"Non-official languages, home language","Non-official languages, home language",,,,,,9845.0
Language,M1B,"  Chinese, home language","Non-official languages, home language","  Chinese, home language",,,,,3095.0
Language,M1B,"  Italian, home language","Non-official languages, home language","  Italian, home language",,,,,165.0
Language,M1B,"  Portuguese, home language","Non-official languages, home language","  Portuguese, home language",,,,,100.0
Language,M1B,"  Spanish, home language","Non-official languages, home language","  Spanish, home language",,,,,440.0
Language,M1B,"  German, home language","Non-official languages, home language","  German, home language",,,,,10.0
Language,M1B,"  Polish, home language","Non-official languages, home language","  Polish, home language",,,,,190.0
Language,M1B,"  Punjabi, home language","Non-official languages, home language","  Punjabi, home language",,,,,635.0
Language,M1B,"  Greek, home language","Non-official languages, home language","  Greek, home language",,,,,165.0
Language,M1B,"  Vietnamese, home language","Non-official languages, home language","  Vietnamese, home language",,,,,155.0
Language,M1B,"  Arabic, home language","Non-official languages, home language","  Arabic, home language",,,,,255.0
Language,M1B,"  Cree, home language","Non-official languages, home language","  Cree, home language",,,,,0.0
Language,M1B,"  Tagalog (Pilipino), home language","Non-official languages, home language","  Tagalog (Pilipino), home language",,,,,1005.0
Language,M1B,"  Ukrainian, home language","Non-official languages, home language","  Ukrainian, home language",,,,,0.0
Language,M1B,"  Persian (Farsi), home language","Non-official languages, home language","  Persian (Farsi), home language",,,,,110.0
