Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Dwellings,Ont,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,2095595.0
Dwellings,Ont,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,227065.0
Dwellings,Ont,  Row house,Total number of occupied private dwellings,  Row house,,,,,218165.0
Dwellings,Ont,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,89550.0
Dwellings,Ont,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,595110.0
Dwellings,Ont,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,375735.0
Dwellings,Ont,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,17035.0
Dwellings,Ont,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,20095.0
Dwellings,Ont,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,3638365.0
Dwellings,Ont,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,6.3
Dwellings,Ont,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.7
Dwellings,Ont,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,197967.0
Dwellings,Ont,Regular maintenance only,Regular maintenance only,,,,,,2534050.0
Dwellings,Ont,Minor repairs,Minor repairs,,,,,,824285.0
Dwellings,Ont,Major repairs,Major repairs,,,,,,280030.0
Dwellings,Ont,"Before 1946, period of construction","Before 1946, period of construction",,,,,,736930.0
Dwellings,Ont,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,668205.0
Dwellings,Ont,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,679500.0
Dwellings,Ont,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,802230.0
Dwellings,Ont,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,284735.0
Dwellings,Ont,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,466765.0
Dwellings,Ont,Total number of private households,Total number of private households,,,,,,3638365.0
Dwellings,Ont,Average number of persons per room,Average number of persons per room,,,,,,0.4
Dwellings,Ont,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,626225.0
Dwellings,Ont,Average gross rent (28) $,Average gross rent (28) $,,,,,,658.0
Dwellings,Ont,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,183820.0
Dwellings,Ont,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,1687555.0
Dwellings,Ont,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,831.0
Dwellings,Ont,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,275490.0
Dwellings,M1B,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,14485.0
Dwellings,M1B,  Owned,Total number of occupied private dwellings,  Owned,,,,,9380.0
Dwellings,M1B,  Rented,Total number of occupied private dwellings,  Rented,,,,,5105.0
Dwellings,M1B,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1B,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,6355.0
Dwellings,M1B,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,1420.0
Dwellings,M1B,  Row house,Total number of occupied private dwellings,  Row house,,,,,3180.0
Dwellings,M1B,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,145.0
Dwellings,M1B,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,2800.0
Dwellings,M1B,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,570.0
Dwellings,M1B,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,20.0
Dwellings,M1B,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1B,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,14485.0
Dwellings,M1B,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,6.2
Dwellings,M1B,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,3.0
Dwellings,M1B,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,217860.0
Dwellings,M1B,Regular maintenance only,Regular maintenance only,,,,,,11610.0
Dwellings,M1B,Minor repairs,Minor repairs,,,,,,2370.0
Dwellings,M1B,Major repairs,Major repairs,,,,,,505.0
Dwellings,M1B,"Before 1946, period of construction","Before 1946, period of construction",,,,,,65.0
Dwellings,M1B,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,175.0
Dwellings,M1B,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,520.0
Dwellings,M1B,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,6715.0
Dwellings,M1B,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,3730.0
Dwellings,M1B,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,3275.0
Dwellings,M1B,Total number of private households,Total number of private households,,,,,,14485.0
Dwellings,M1B,Average number of persons per room,Average number of persons per room,,,,,,0.6
Dwellings,M1B,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,3375.0
Dwellings,M1B,Average gross rent (28) $,Average gross rent (28) $,,,,,,848.0
Dwellings,M1B,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,1230.0
Dwellings,M1B,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,6235.0
Dwellings,M1B,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,1223.0
Dwellings,M1B,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,2105.0
Dwellings,M1C,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,8150.0
Dwellings,M1C,  Owned,Total number of occupied private dwellings,  Owned,,,,,7385.0
Dwellings,M1C,  Rented,Total number of occupied private dwellings,  Rented,,,,,765.0
Dwellings,M1C,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1C,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,7560.0
Dwellings,M1C,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,45.0
Dwellings,M1C,  Row house,Total number of occupied private dwellings,  Row house,,,,,115.0
Dwellings,M1C,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,160.0
Dwellings,M1C,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,225.0
Dwellings,M1C,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,45.0
Dwellings,M1C,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,15.0
Dwellings,M1C,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1C,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,8150.0
Dwellings,M1C,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,7.6
Dwellings,M1C,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,3.4
Dwellings,M1C,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,291763.0
Dwellings,M1C,Regular maintenance only,Regular maintenance only,,,,,,6405.0
Dwellings,M1C,Minor repairs,Minor repairs,,,,,,1400.0
Dwellings,M1C,Major repairs,Major repairs,,,,,,345.0
Dwellings,M1C,"Before 1946, period of construction","Before 1946, period of construction",,,,,,280.0
Dwellings,M1C,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,1185.0
Dwellings,M1C,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,1515.0
Dwellings,M1C,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,1435.0
Dwellings,M1C,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,1980.0
Dwellings,M1C,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,1750.0
Dwellings,M1C,Total number of private households,Total number of private households,,,,,,8150.0
Dwellings,M1C,Average number of persons per room,Average number of persons per room,,,,,,0.5
Dwellings,M1C,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,415.0
Dwellings,M1C,Average gross rent (28) $,Average gross rent (28) $,,,,,,906.0
Dwellings,M1C,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,130.0
Dwellings,M1C,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,5720.0
Dwellings,M1C,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,1160.0
Dwellings,M1C,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,1220.0
Dwellings,M1E,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,15300.0
Dwellings,M1E,  Owned,Total number of occupied private dwellings,  Owned,,,,,8575.0
Dwellings,M1E,  Rented,Total number of occupied private dwellings,  Rented,,,,,6735.0
Dwellings,M1E,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1E,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,6420.0
Dwellings,M1E,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,585.0
Dwellings,M1E,  Row house,Total number of occupied private dwellings,  Row house,,,,,1865.0
Dwellings,M1E,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,270.0
Dwellings,M1E,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,5390.0
Dwellings,M1E,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,775.0
Dwellings,M1E,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,0.0
Dwellings,M1E,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1E,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,15300.0
Dwellings,M1E,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,5.9
Dwellings,M1E,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.6
Dwellings,M1E,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,236173.0
Dwellings,M1E,Regular maintenance only,Regular maintenance only,,,,,,11240.0
Dwellings,M1E,Minor repairs,Minor repairs,,,,,,3075.0
Dwellings,M1E,Major repairs,Major repairs,,,,,,990.0
Dwellings,M1E,"Before 1946, period of construction","Before 1946, period of construction",,,,,,500.0
Dwellings,M1E,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,2625.0
Dwellings,M1E,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,5585.0
Dwellings,M1E,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,4655.0
Dwellings,M1E,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,1025.0
Dwellings,M1E,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,915.0
Dwellings,M1E,Total number of private households,Total number of private households,,,,,,15300.0
Dwellings,M1E,Average number of persons per room,Average number of persons per room,,,,,,0.5
Dwellings,M1E,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,3730.0
Dwellings,M1E,Average gross rent (28) $,Average gross rent (28) $,,,,,,663.0
Dwellings,M1E,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,1135.0
Dwellings,M1E,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,6160.0
Dwellings,M1E,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,917.0
Dwellings,M1E,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,1290.0
Dwellings,M1G,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,9495.0
Dwellings,M1G,  Owned,Total number of occupied private dwellings,  Owned,,,,,4530.0
Dwellings,M1G,  Rented,Total number of occupied private dwellings,  Rented,,,,,4970.0
Dwellings,M1G,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1G,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,4705.0
Dwellings,M1G,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,25.0
Dwellings,M1G,  Row house,Total number of occupied private dwellings,  Row house,,,,,190.0
Dwellings,M1G,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,250.0
Dwellings,M1G,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,4230.0
Dwellings,M1G,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,100.0
Dwellings,M1G,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,0.0
Dwellings,M1G,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1G,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,9500.0
Dwellings,M1G,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,5.5
Dwellings,M1G,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.4
Dwellings,M1G,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,225998.0
Dwellings,M1G,Regular maintenance only,Regular maintenance only,,,,,,6500.0
Dwellings,M1G,Minor repairs,Minor repairs,,,,,,2085.0
Dwellings,M1G,Major repairs,Major repairs,,,,,,915.0
Dwellings,M1G,"Before 1946, period of construction","Before 1946, period of construction",,,,,,180.0
Dwellings,M1G,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,3530.0
Dwellings,M1G,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,3415.0
Dwellings,M1G,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,2030.0
Dwellings,M1G,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,115.0
Dwellings,M1G,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,230.0
Dwellings,M1G,Total number of private households,Total number of private households,,,,,,9500.0
Dwellings,M1G,Average number of persons per room,Average number of persons per room,,,,,,0.5
Dwellings,M1G,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,2630.0
Dwellings,M1G,Average gross rent (28) $,Average gross rent (28) $,,,,,,580.0
Dwellings,M1G,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,955.0
Dwellings,M1G,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,3340.0
Dwellings,M1G,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,759.0
Dwellings,M1G,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,465.0
Dwellings,M1H,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,5010.0
Dwellings,M1H,  Owned,Total number of occupied private dwellings,  Owned,,,,,3070.0
Dwellings,M1H,  Rented,Total number of occupied private dwellings,  Rented,,,,,1940.0
Dwellings,M1H,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1H,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,2840.0
Dwellings,M1H,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,310.0
Dwellings,M1H,  Row house,Total number of occupied private dwellings,  Row house,,,,,150.0
Dwellings,M1H,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,255.0
Dwellings,M1H,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,1415.0
Dwellings,M1H,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,45.0
Dwellings,M1H,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,0.0
Dwellings,M1H,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1H,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,5010.0
Dwellings,M1H,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,6.1
Dwellings,M1H,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.7
Dwellings,M1H,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,234061.0
Dwellings,M1H,Regular maintenance only,Regular maintenance only,,,,,,3365.0
Dwellings,M1H,Minor repairs,Minor repairs,,,,,,1195.0
Dwellings,M1H,Major repairs,Major repairs,,,,,,445.0
Dwellings,M1H,"Before 1946, period of construction","Before 1946, period of construction",,,,,,90.0
Dwellings,M1H,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,1910.0
Dwellings,M1H,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,2345.0
Dwellings,M1H,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,500.0
Dwellings,M1H,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,60.0
Dwellings,M1H,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,115.0
Dwellings,M1H,Total number of private households,Total number of private households,,,,,,5010.0
Dwellings,M1H,Average number of persons per room,Average number of persons per room,,,,,,0.5
Dwellings,M1H,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,1090.0
Dwellings,M1H,Average gross rent (28) $,Average gross rent (28) $,,,,,,719.0
Dwellings,M1H,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,420.0
Dwellings,M1H,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,2325.0
Dwellings,M1H,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,704.0
Dwellings,M1H,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,300.0
Dwellings,M1J,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,11020.0
Dwellings,M1J,  Owned,Total number of occupied private dwellings,  Owned,,,,,4045.0
Dwellings,M1J,  Rented,Total number of occupied private dwellings,  Rented,,,,,6975.0
Dwellings,M1J,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1J,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,3455.0
Dwellings,M1J,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,170.0
Dwellings,M1J,  Row house,Total number of occupied private dwellings,  Row house,,,,,285.0
Dwellings,M1J,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,325.0
Dwellings,M1J,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,6625.0
Dwellings,M1J,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,140.0
Dwellings,M1J,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,15.0
Dwellings,M1J,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,0.0
Dwellings,M1J,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,11020.0
Dwellings,M1J,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,5.3
Dwellings,M1J,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.3
Dwellings,M1J,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,232221.0
Dwellings,M1J,Regular maintenance only,Regular maintenance only,,,,,,6960.0
Dwellings,M1J,Minor repairs,Minor repairs,,,,,,2660.0
Dwellings,M1J,Major repairs,Major repairs,,,,,,1400.0
Dwellings,M1J,"Before 1946, period of construction","Before 1946, period of construction",,,,,,280.0
Dwellings,M1J,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,3180.0
Dwellings,M1J,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,4390.0
Dwellings,M1J,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,2120.0
Dwellings,M1J,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,325.0
Dwellings,M1J,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,720.0
Dwellings,M1J,Total number of private households,Total number of private households,,,,,,11020.0
Dwellings,M1J,Average number of persons per room,Average number of persons per room,,,,,,0.6
Dwellings,M1J,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,4040.0
Dwellings,M1J,Average gross rent (28) $,Average gross rent (28) $,,,,,,638.0
Dwellings,M1J,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,1140.0
Dwellings,M1J,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,2675.0
Dwellings,M1J,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,803.0
Dwellings,M1J,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,455.0
Dwellings,M1K,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,16600.0
Dwellings,M1K,  Owned,Total number of occupied private dwellings,  Owned,,,,,7565.0
Dwellings,M1K,  Rented,Total number of occupied private dwellings,  Rented,,,,,9035.0
Dwellings,M1K,  Band housing (ii),Total number of occupied private dwellings,  Band housing (ii),,,,,0.0
Dwellings,M1K,  Single-detached house,Total number of occupied private dwellings,  Single-detached house,,,,,6075.0
Dwellings,M1K,  Semi-detached house,Total number of occupied private dwellings,  Semi-detached house,,,,,955.0
Dwellings,M1K,  Row house,Total number of occupied private dwellings,  Row house,,,,,410.0
Dwellings,M1K,"  Apartment, detached duplex",Total number of occupied private dwellings,"  Apartment, detached duplex",,,,,600.0
Dwellings,M1K,"  Apartment building, five or more storeys",Total number of occupied private dwellings,"  Apartment building, five or more storeys",,,,,7480.0
Dwellings,M1K,"  Apartment building, less than five storeys",Total number of occupied private dwellings,"  Apartment building, less than five storeys",,,,,1010.0
Dwellings,M1K,  Other single attached house,Total number of occupied private dwellings,  Other single attached house,,,,,40.0
Dwellings,M1K,  Movable dwelling (iii),Total number of occupied private dwellings,  Movable dwelling (iii),,,,,35.0
Dwellings,M1K,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,16600.0
Dwellings,M1K,Average number of rooms per dwelling,Average number of rooms per dwelling,,,,,,5.2
Dwellings,M1K,Average number of bedrooms per dwelling,Average number of bedrooms per dwelling,,,,,,2.2
Dwellings,M1K,Average value of dwelling (26) $,Average value of dwelling (26) $,,,,,,209083.0
Dwellings,M1K,Regular maintenance only,Regular maintenance only,,,,,,11470.0
Dwellings,M1K,Minor repairs,Minor repairs,,,,,,3690.0
Dwellings,M1K,Major repairs,Major repairs,,,,,,1440.0
Dwellings,M1K,"Before 1946, period of construction","Before 1946, period of construction",,,,,,880.0
Dwellings,M1K,"1946 - 1960, period of construction","1946 - 1960, period of construction",,,,,,6555.0
Dwellings,M1K,"1961 - 1970, period of construction","1961 - 1970, period of construction",,,,,,5045.0
Dwellings,M1K,"1971 - 1980, period of construction","1971 - 1980, period of construction",,,,,,2255.0
Dwellings,M1K,"1981 - 1985, period of construction","1981 - 1985, period of construction",,,,,,315.0
Dwellings,M1K,"1986 - 1991, period of construction (27)","1986 - 1991, period of construction (27)",,,,,,1550.0
Dwellings,M1K,Total number of private households,Total number of private households,,,,,,16600.0
Dwellings,M1K,Average number of persons per room,Average number of persons per room,,,,,,0.5
Dwellings,M1K,Tenant one-family households without additional persons,Tenant one-family households without additional persons,,,,,,4915.0
Dwellings,M1K,Average gross rent (28) $,Average gross rent (28) $,,,,,,613.0
Dwellings,M1K,Gross rent >= 30% of household income (29),Gross rent >= 30% of household income (29),,,,,,1330.0
Dwellings,M1K,Owner one-family households without additional persons,Owner one-family households without additional persons,,,,,,4890.0
Dwellings,M1K,Average major payments for owners (26) $,Average major payments for owners (26) $,,,,,,721.0
Dwellings,M1K,Owner's major payments >= 30% of household income (30),Owner's major payments >= 30% of household income (30),,,,,,940.0
Dwellings,M1L,Total number of occupied private dwellings,Total number of occupied private dwellings,,,,,,9855.0
