Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Income,Can,"  $50,000 and over, females 15+",Females 15 years and over with income,"  $50,000 and over, females 15+",,,,,330300.0
Income,Can,"  Average income, females 15+ (37) $",Females 15 years and over with income,"  Average income, females 15+ (37) $",,,,,17577.0
Income,Can,"  Median income, females 15+ (37) $",Females 15 years and over with income,"  Median income, females 15+ (37) $",,,,,13564.0
Income,Can,"  Standard error of average income, females 15+ $",Females 15 years and over with income,"  Standard error of average income, females 15+ $",,,,,11.0
Income,Can,Family income - All census families,Family income - All census families,,,,,,7355730.0
Income,Can,"  Under $10,000, family income",Family income - All census families,"  Under $10,000, family income",,,,,367460.0
Income,Can,"  $10,000 - $19,999, family income",Family income - All census families,"  $10,000 - $19,999, family income",,,,,793465.0
Income,Can,"  $20,000 - $29,999, family income",Family income - All census families,"  $20,000 - $29,999, family income",,,,,955865.0
Income,Can,"  $30,000 - $39,999, family income",Family income - All census families,"  $30,000 - $39,999, family income",,,,,1043170.0
Income,Can,"  $40,000 - $49,999, family income",Family income - All census families,"  $40,000 - $49,999, family income",,,,,1028105.0
Income,Can,"  $50,000 - $59,999, family income",Family income - All census families,"  $50,000 - $59,999, family income",,,,,906130.0
Income,Can,"  $60,000 - $69,999, family income",Family income - All census families,"  $60,000 - $69,999, family income",,,,,692940.0
Income,Can,"  $70,000 and over, family income",Family income - All census families,"  $70,000 and over, family income",,,,,1568585.0
Income,Can,"  Average income, family income $",Family income - All census families,"  Average income, family income $",,,,,51342.0
Income,Can,"  Median income, family income $",Family income - All census families,"  Median income, family income $",,,,,44891.0
Income,Can,"  Standard error of average income, family income $",Family income - All census families,"  Standard error of average income, family income $",,,,,33.0
Income,Can,All economic families (38),All economic families (38),,,,,,7357705.0
Income,Can,  Low income economic families (38),All economic families (38),  Low income economic families (38),,,,,972855.0
Income,Can,  Incidence of low income (38) (39) %,All economic families (38),  Incidence of low income (38) (39) %,,,,,13.2
Income,Can,All unattached individuals (38),All unattached individuals (38),,,,,,3248425.0
Income,Can,  Low income unattached individuals (38),All unattached individuals (38),  Low income unattached individuals (38),,,,,1185015.0
Income,Can,  Incidence of low income (38) (39) %,All unattached individuals (38),  Incidence of low income (38) (39) %,,,,,36.5
Income,Can,Total population in private households (38),Total population in private households (38),,,,,,26396390.0
Income,Can,  Persons in low income family units (38),Total population in private households (38),  Persons in low income family units (38),,,,,4170120.0
Income,Can,  Incidence of low income (38) (39) %,Total population in private households (38),  Incidence of low income (38) (39) %,,,,,15.8
Income,Can,Household income - All private households,Household income - All private households,,,,,,10018265.0
Income,Can,"  Under $10,000, household income",Household income - All private households,"  Under $10,000, household income",,,,,804490.0
Income,Can,"  $10,000 - $14,999, household income",Household income - All private households,"  $10,000 - $14,999, household income",,,,,828890.0
Income,Can,"  $15,000 - $19,999, household income",Household income - All private households,"  $15,000 - $19,999, household income",,,,,732375.0
Income,Can,"  $20,000 - $29,999, household income",Household income - All private households,"  $20,000 - $29,999, household income",,,,,1399535.0
Income,Can,"  $30,000 - $39,999, household income",Household income - All private households,"  $30,000 - $39,999, household income",,,,,1362505.0
Income,Can,"  $40,000 - $49,999, household income",Household income - All private households,"  $40,000 - $49,999, household income",,,,,1238310.0
Income,Can,"  $50,000 - $59,999, household income",Household income - All private households,"  $50,000 - $59,999, household income",,,,,1042250.0
Income,Can,"  $60,000 - $69,999, household income",Household income - All private households,"  $60,000 - $69,999, household income",,,,,787565.0
Income,Can,"  $70,000 and over, household income",Household income - All private households,"  $70,000 and over, household income",,,,,1822350.0
Income,Can,"  Average income, household income $",Household income - All private households,"  Average income, household income $",,,,,46137.0
Income,Can,"  Median income, household income $",Household income - All private households,"  Median income, household income $",,,,,39047.0
Income,Can,"  Standard error of average income, household inc.$",Household income - All private households,"  Standard error of average income, household inc.$",,,,,28.0
Income,Ont,"Males - Worked full year, full time (33)","Males - Worked full year, full time (33)",,,,,,1876160.0
Income,Ont,  Average employment income $,"Males - Worked full year, full time (33)",  Average employment income $,,,,,41509.0
Income,Ont,  Standard error of average employment income $,"Males - Worked full year, full time (33)",  Standard error of average employment income $,,,,,59.0
Income,Ont,Males - Worked part year or part time (34),Males - Worked part year or part time (34),,,,,,1110315.0
Income,Ont,  Average employment income $,Males - Worked part year or part time (34),  Average employment income $,,,,,18712.0
Income,Ont,  Standard error of average employment income $,Males - Worked part year or part time (34),  Standard error of average employment income $,,,,,60.0
Income,Ont,"Females - Worked full year, full time (33)","Females - Worked full year, full time (33)",,,,,,1258300.0
Income,Ont,  Average employment income $,"Females - Worked full year, full time (33)",  Average employment income $,,,,,27862.0
Income,Ont,  Standard error of average employment income $,"Females - Worked full year, full time (33)",  Standard error of average employment income $,,,,,30.0
Income,Ont,Females - Worked part year or part time (34),Females - Worked part year or part time (34),,,,,,1303490.0
Income,Ont,  Average employment income $,Females - Worked part year or part time (34),  Average employment income $,,,,,11841.0
Income,Ont,  Standard error of average employment income $,Females - Worked part year or part time (34),  Standard error of average employment income $,,,,,23.0
Income,Ont,"Composition of total income, total (35) %","Composition of total income, total (35) %",,,,,,100.0
Income,Ont,Employment income %,Employment income %,,,,,,79.0
Income,Ont,Government transfer payments %,Government transfer payments %,,,,,,9.7
Income,Ont,Other income %,Other income %,,,,,,11.3
Income,Ont,Males 15 years and over with income,Males 15 years and over with income,,,,,,3674645.0
Income,Ont,"  Under $1,000, males 15+ (36)",Males 15 years and over with income,"  Under $1,000, males 15+ (36)",,,,,95005.0
Income,Ont,"  $ 1,000 - $ 2,999, males 15+",Males 15 years and over with income,"  $ 1,000 - $ 2,999, males 15+",,,,,141895.0
Income,Ont,"  $ 3,000 - $ 4,999, males 15+",Males 15 years and over with income,"  $ 3,000 - $ 4,999, males 15+",,,,,113425.0
Income,Ont,"  $ 5,000 - $ 6,999, males 15+",Males 15 years and over with income,"  $ 5,000 - $ 6,999, males 15+",,,,,119890.0
Income,Ont,"  $ 7,000 - $ 9,999, males 15+",Males 15 years and over with income,"  $ 7,000 - $ 9,999, males 15+",,,,,180530.0
Income,Ont,"  $10,000 - $14,999, males 15+",Males 15 years and over with income,"  $10,000 - $14,999, males 15+",,,,,336010.0
Income,Ont,"  $15,000 - $19,999, males 15+",Males 15 years and over with income,"  $15,000 - $19,999, males 15+",,,,,299105.0
Income,Ont,"  $20,000 - $24,999, males 15+",Males 15 years and over with income,"  $20,000 - $24,999, males 15+",,,,,321395.0
Income,Ont,"  $25,000 - $29,999, males 15+",Males 15 years and over with income,"  $25,000 - $29,999, males 15+",,,,,329335.0
Income,Ont,"  $30,000 - $39,999, males 15+",Males 15 years and over with income,"  $30,000 - $39,999, males 15+",,,,,639885.0
Income,Ont,"  $40,000 - $49,999, males 15+",Males 15 years and over with income,"  $40,000 - $49,999, males 15+",,,,,445145.0
Income,Ont,"  $50,000 and over, males 15+",Males 15 years and over with income,"  $50,000 and over, males 15+",,,,,653035.0
Income,Ont,"  Average income, males 15+ (37) $",Males 15 years and over with income,"  Average income, males 15+ (37) $",,,,,33036.0
Income,Ont,"  Median income, males 15+ (37) $",Males 15 years and over with income,"  Median income, males 15+ (37) $",,,,,28356.0
Income,Ont,"  Standard error of average income, males 15+ $",Males 15 years and over with income,"  Standard error of average income, males 15+ $",,,,,44.0
Income,Ont,Females 15 years and over with income,Females 15 years and over with income,,,,,,3625855.0
Income,Ont,"  Under $1,000, females 15+ (36)",Females 15 years and over with income,"  Under $1,000, females 15+ (36)",,,,,151360.0
Income,Ont,"  $ 1,000 - $ 2,999, females 15+",Females 15 years and over with income,"  $ 1,000 - $ 2,999, females 15+",,,,,227820.0
Income,Ont,"  $ 3,000 - $ 4,999, females 15+",Females 15 years and over with income,"  $ 3,000 - $ 4,999, females 15+",,,,,212030.0
Income,Ont,"  $ 5,000 - $ 6,999, females 15+",Females 15 years and over with income,"  $ 5,000 - $ 6,999, females 15+",,,,,228795.0
Income,Ont,"  $ 7,000 - $ 9,999, females 15+",Females 15 years and over with income,"  $ 7,000 - $ 9,999, females 15+",,,,,320470.0
Income,Ont,"  $10,000 - $14,999, females 15+",Females 15 years and over with income,"  $10,000 - $14,999, females 15+",,,,,630010.0
Income,Ont,"  $15,000 - $19,999, females 15+",Females 15 years and over with income,"  $15,000 - $19,999, females 15+",,,,,414990.0
Income,Ont,"  $20,000 - $24,999, females 15+",Females 15 years and over with income,"  $20,000 - $24,999, females 15+",,,,,394985.0
Income,Ont,"  $25,000 - $29,999, females 15+",Females 15 years and over with income,"  $25,000 - $29,999, females 15+",,,,,317575.0
Income,Ont,"  $30,000 - $39,999, females 15+",Females 15 years and over with income,"  $30,000 - $39,999, females 15+",,,,,385640.0
Income,Ont,"  $40,000 - $49,999, females 15+",Females 15 years and over with income,"  $40,000 - $49,999, females 15+",,,,,170475.0
Income,Ont,"  $50,000 and over, females 15+",Females 15 years and over with income,"  $50,000 and over, females 15+",,,,,171720.0
Income,Ont,"  Average income, females 15+ (37) $",Females 15 years and over with income,"  Average income, females 15+ (37) $",,,,,19303.0
Income,Ont,"  Median income, females 15+ (37) $",Females 15 years and over with income,"  Median income, females 15+ (37) $",,,,,15409.0
Income,Ont,"  Standard error of average income, females 15+ $",Females 15 years and over with income,"  Standard error of average income, females 15+ $",,,,,20.0
Income,Ont,Family income - All census families,Family income - All census families,,,,,,2726625.0
Income,Ont,"  Under $10,000, family income",Family income - All census families,"  Under $10,000, family income",,,,,119995.0
Income,Ont,"  $10,000 - $19,999, family income",Family income - All census families,"  $10,000 - $19,999, family income",,,,,224535.0
Income,Ont,"  $20,000 - $29,999, family income",Family income - All census families,"  $20,000 - $29,999, family income",,,,,301000.0
Income,Ont,"  $30,000 - $39,999, family income",Family income - All census families,"  $30,000 - $39,999, family income",,,,,344815.0
Income,Ont,"  $40,000 - $49,999, family income",Family income - All census families,"  $40,000 - $49,999, family income",,,,,368185.0
Income,Ont,"  $50,000 - $59,999, family income",Family income - All census families,"  $50,000 - $59,999, family income",,,,,348820.0
Income,Ont,"  $60,000 - $69,999, family income",Family income - All census families,"  $60,000 - $69,999, family income",,,,,288045.0
Income,Ont,"  $70,000 and over, family income",Family income - All census families,"  $70,000 and over, family income",,,,,731230.0
Income,Ont,"  Average income, family income $",Family income - All census families,"  Average income, family income $",,,,,57227.0
Income,Ont,"  Median income, family income $",Family income - All census families,"  Median income, family income $",,,,,50113.0
Income,Ont,"  Standard error of average income, family income $",Family income - All census families,"  Standard error of average income, family income $",,,,,65.0
Income,Ont,All economic families (38),All economic families (38),,,,,,2729645.0
Income,Ont,  Low income economic families (38),All economic families (38),  Low income economic families (38),,,,,297245.0
Income,Ont,  Incidence of low income (38) (39) %,All economic families (38),  Incidence of low income (38) (39) %,,,,,10.9
Income,Ont,All unattached individuals (38),All unattached individuals (38),,,,,,1160880.0
Income,Ont,  Low income unattached individuals (38),All unattached individuals (38),  Low income unattached individuals (38),,,,,364250.0
Income,Ont,  Incidence of low income (38) (39) %,All unattached individuals (38),  Incidence of low income (38) (39) %,,,,,31.4
Income,Ont,Total population in private households (38),Total population in private households (38),,,,,,9853065.0
Income,Ont,  Persons in low income family units (38),Total population in private households (38),  Persons in low income family units (38),,,,,1289640.0
Income,Ont,  Incidence of low income (38) (39) %,Total population in private households (38),  Incidence of low income (38) (39) %,,,,,13.1
Income,Ont,Household income - All private households,Household income - All private households,,,,,,3638365.0
Income,Ont,"  Under $10,000, household income",Household income - All private households,"  Under $10,000, household income",,,,,204260.0
Income,Ont,"  $10,000 - $14,999, household income",Household income - All private households,"  $10,000 - $14,999, household income",,,,,274925.0
Income,Ont,"  $15,000 - $19,999, household income",Household income - All private households,"  $15,000 - $19,999, household income",,,,,220530.0
Income,Ont,"  $20,000 - $29,999, household income",Household income - All private households,"  $20,000 - $29,999, household income",,,,,451380.0
Income,Ont,"  $30,000 - $39,999, household income",Household income - All private households,"  $30,000 - $39,999, household income",,,,,460260.0
Income,Ont,"  $40,000 - $49,999, household income",Household income - All private households,"  $40,000 - $49,999, household income",,,,,443760.0
Income,Ont,"  $50,000 - $59,999, household income",Household income - All private households,"  $50,000 - $59,999, household income",,,,,400155.0
Income,Ont,"  $60,000 - $69,999, household income",Household income - All private households,"  $60,000 - $69,999, household income",,,,,326705.0
Income,Ont,"  $70,000 and over, household income",Household income - All private households,"  $70,000 and over, household income",,,,,856385.0
Income,Ont,"  Average income, household income $",Household income - All private households,"  Average income, household income $",,,,,52225.0
Income,Ont,"  Median income, household income $",Household income - All private households,"  Median income, household income $",,,,,44515.0
Income,Ont,"  Standard error of average income, household inc.$",Household income - All private households,"  Standard error of average income, household inc.$",,,,,54.0
Income,M1B,"Males - Worked full year, full time (33)","Males - Worked full year, full time (33)",,,,,,9995.0
Income,M1B,  Average employment income $,"Males - Worked full year, full time (33)",  Average employment income $,,,,,36003.0
Income,M1B,  Standard error of average employment income $,"Males - Worked full year, full time (33)",  Standard error of average employment income $,,,,,395.0
Income,M1B,Males - Worked part year or part time (34),Males - Worked part year or part time (34),,,,,,5485.0
Income,M1B,  Average employment income $,Males - Worked part year or part time (34),  Average employment income $,,,,,16461.0
Income,M1B,  Standard error of average employment income $,Males - Worked part year or part time (34),  Standard error of average employment income $,,,,,429.0
Income,M1B,"Females - Worked full year, full time (33)","Females - Worked full year, full time (33)",,,,,,8400.0
Income,M1B,  Average employment income $,"Females - Worked full year, full time (33)",  Average employment income $,,,,,26997.0
Income,M1B,  Standard error of average employment income $,"Females - Worked full year, full time (33)",  Standard error of average employment income $,,,,,264.0
Income,M1B,Females - Worked part year or part time (34),Females - Worked part year or part time (34),,,,,,6210.0
Income,M1B,  Average employment income $,Females - Worked part year or part time (34),  Average employment income $,,,,,12786.0
Income,M1B,  Standard error of average employment income $,Females - Worked part year or part time (34),  Standard error of average employment income $,,,,,296.0
Income,M1B,"Composition of total income, total (35) %","Composition of total income, total (35) %",,,,,,100.0
Income,M1B,Employment income %,Employment income %,,,,,,90.7
Income,M1B,Government transfer payments %,Government transfer payments %,,,,,,5.9
Income,M1B,Other income %,Other income %,,,,,,3.4
Income,M1B,Males 15 years and over with income,Males 15 years and over with income,,,,,,17085.0
Income,M1B,"  Under $1,000, males 15+ (36)",Males 15 years and over with income,"  Under $1,000, males 15+ (36)",,,,,580.0
Income,M1B,"  $ 1,000 - $ 2,999, males 15+",Males 15 years and over with income,"  $ 1,000 - $ 2,999, males 15+",,,,,830.0
Income,M1B,"  $ 3,000 - $ 4,999, males 15+",Males 15 years and over with income,"  $ 3,000 - $ 4,999, males 15+",,,,,600.0
Income,M1B,"  $ 5,000 - $ 6,999, males 15+",Males 15 years and over with income,"  $ 5,000 - $ 6,999, males 15+",,,,,515.0
Income,M1B,"  $ 7,000 - $ 9,999, males 15+",Males 15 years and over with income,"  $ 7,000 - $ 9,999, males 15+",,,,,725.0
Income,M1B,"  $10,000 - $14,999, males 15+",Males 15 years and over with income,"  $10,000 - $14,999, males 15+",,,,,1220.0
Income,M1B,"  $15,000 - $19,999, males 15+",Males 15 years and over with income,"  $15,000 - $19,999, males 15+",,,,,1315.0
Income,M1B,"  $20,000 - $24,999, males 15+",Males 15 years and over with income,"  $20,000 - $24,999, males 15+",,,,,1725.0
Income,M1B,"  $25,000 - $29,999, males 15+",Males 15 years and over with income,"  $25,000 - $29,999, males 15+",,,,,1835.0
Income,M1B,"  $30,000 - $39,999, males 15+",Males 15 years and over with income,"  $30,000 - $39,999, males 15+",,,,,3180.0
Income,M1B,"  $40,000 - $49,999, males 15+",Males 15 years and over with income,"  $40,000 - $49,999, males 15+",,,,,2345.0
Income,M1B,"  $50,000 and over, males 15+",Males 15 years and over with income,"  $50,000 and over, males 15+",,,,,2205.0
Income,M1B,"  Average income, males 15+ (37) $",Males 15 years and over with income,"  Average income, males 15+ (37) $",,,,,28877.0
Income,M1B,"  Median income, males 15+ (37) $",Males 15 years and over with income,"  Median income, males 15+ (37) $",,,,,27636.0
Income,M1B,"  Standard error of average income, males 15+ $",Males 15 years and over with income,"  Standard error of average income, males 15+ $",,,,,322.0
Income,M1B,Females 15 years and over with income,Females 15 years and over with income,,,,,,17420.0
Income,M1B,"  Under $1,000, females 15+ (36)",Females 15 years and over with income,"  Under $1,000, females 15+ (36)",,,,,870.0
Income,M1B,"  $ 1,000 - $ 2,999, females 15+",Females 15 years and over with income,"  $ 1,000 - $ 2,999, females 15+",,,,,1070.0
Income,M1B,"  $ 3,000 - $ 4,999, females 15+",Females 15 years and over with income,"  $ 3,000 - $ 4,999, females 15+",,,,,805.0
Income,M1B,"  $ 5,000 - $ 6,999, females 15+",Females 15 years and over with income,"  $ 5,000 - $ 6,999, females 15+",,,,,900.0
Income,M1B,"  $ 7,000 - $ 9,999, females 15+",Females 15 years and over with income,"  $ 7,000 - $ 9,999, females 15+",,,,,965.0
Income,M1B,"  $10,000 - $14,999, females 15+",Females 15 years and over with income,"  $10,000 - $14,999, females 15+",,,,,2050.0
Income,M1B,"  $15,000 - $19,999, females 15+",Females 15 years and over with income,"  $15,000 - $19,999, females 15+",,,,,1875.0
Income,M1B,"  $20,000 - $24,999, females 15+",Females 15 years and over with income,"  $20,000 - $24,999, females 15+",,,,,2580.0
Income,M1B,"  $25,000 - $29,999, females 15+",Females 15 years and over with income,"  $25,000 - $29,999, females 15+",,,,,2445.0
Income,M1B,"  $30,000 - $39,999, females 15+",Females 15 years and over with income,"  $30,000 - $39,999, females 15+",,,,,2595.0
Income,M1B,"  $40,000 - $49,999, females 15+",Females 15 years and over with income,"  $40,000 - $49,999, females 15+",,,,,765.0
Income,M1B,"  $50,000 and over, females 15+",Females 15 years and over with income,"  $50,000 and over, females 15+",,,,,500.0
Income,M1B,"  Average income, females 15+ (37) $",Females 15 years and over with income,"  Average income, females 15+ (37) $",,,,,20131.0
Income,M1B,"  Median income, females 15+ (37) $",Females 15 years and over with income,"  Median income, females 15+ (37) $",,,,,20247.0
Income,M1B,"  Standard error of average income, females 15+ $",Females 15 years and over with income,"  Standard error of average income, females 15+ $",,,,,215.0
Income,M1B,Family income - All census families,Family income - All census families,,,,,,13595.0
Income,M1B,"  Under $10,000, family income",Family income - All census families,"  Under $10,000, family income",,,,,755.0
Income,M1B,"  $10,000 - $19,999, family income",Family income - All census families,"  $10,000 - $19,999, family income",,,,,765.0
Income,M1B,"  $20,000 - $29,999, family income",Family income - All census families,"  $20,000 - $29,999, family income",,,,,1325.0
Income,M1B,"  $30,000 - $39,999, family income",Family income - All census families,"  $30,000 - $39,999, family income",,,,,1645.0
Income,M1B,"  $40,000 - $49,999, family income",Family income - All census families,"  $40,000 - $49,999, family income",,,,,1805.0
Income,M1B,"  $50,000 - $59,999, family income",Family income - All census families,"  $50,000 - $59,999, family income",,,,,2095.0
Income,M1B,"  $60,000 - $69,999, family income",Family income - All census families,"  $60,000 - $69,999, family income",,,,,1720.0
Income,M1B,"  $70,000 and over, family income",Family income - All census families,"  $70,000 and over, family income",,,,,3480.0
Income,M1B,"  Average income, family income $",Family income - All census families,"  Average income, family income $",,,,,53894.0
Income,M1B,"  Median income, family income $",Family income - All census families,"  Median income, family income $",,,,,52198.0
Income,M1B,"  Standard error of average income, family income $",Family income - All census families,"  Standard error of average income, family income $",,,,,521.0
Income,M1B,All economic families (38),All economic families (38),,,,,,13070.0
Income,M1B,  Low income economic families (38),All economic families (38),  Low income economic families (38),,,,,1620.0
Income,M1B,  Incidence of low income (38) (39) %,All economic families (38),  Incidence of low income (38) (39) %,,,,,12.4
Income,M1B,All unattached individuals (38),All unattached individuals (38),,,,,,2970.0
Income,M1B,  Low income unattached individuals (38),All unattached individuals (38),  Low income unattached individuals (38),,,,,975.0
Income,M1B,  Incidence of low income (38) (39) %,All unattached individuals (38),  Incidence of low income (38) (39) %,,,,,32.8
Income,M1B,Total population in private households (38),Total population in private households (38),,,,,,51940.0
Income,M1B,  Persons in low income family units (38),Total population in private households (38),  Persons in low income family units (38),,,,,6820.0
Income,M1B,  Incidence of low income (38) (39) %,Total population in private households (38),  Incidence of low income (38) (39) %,,,,,13.1
Income,M1B,Household income - All private households,Household income - All private households,,,,,,14485.0
Income,M1B,"  Under $10,000, household income",Household income - All private households,"  Under $10,000, household income",,,,,630.0
Income,M1B,"  $10,000 - $14,999, household income",Household income - All private households,"  $10,000 - $14,999, household income",,,,,375.0
Income,M1B,"  $15,000 - $19,999, household income",Household income - All private households,"  $15,000 - $19,999, household income",,,,,375.0
Income,M1B,"  $20,000 - $29,999, household income",Household income - All private households,"  $20,000 - $29,999, household income",,,,,1155.0
Income,M1B,"  $30,000 - $39,999, household income",Household income - All private households,"  $30,000 - $39,999, household income",,,,,1625.0
Income,M1B,"  $40,000 - $49,999, household income",Household income - All private households,"  $40,000 - $49,999, household income",,,,,1915.0
Income,M1B,"  $50,000 - $59,999, household income",Household income - All private households,"  $50,000 - $59,999, household income",,,,,2100.0
Income,M1B,"  $60,000 - $69,999, household income",Household income - All private households,"  $60,000 - $69,999, household income",,,,,1885.0
Income,M1B,"  $70,000 and over, household income",Household income - All private households,"  $70,000 and over, household income",,,,,4430.0
Income,M1B,"  Average income, household income $",Household income - All private households,"  Average income, household income $",,,,,58070.0
Income,M1B,"  Median income, household income $",Household income - All private households,"  Median income, household income $",,,,,55439.0
Income,M1B,"  Standard error of average income, household inc.$",Household income - All private households,"  Standard error of average income, household inc.$",,,,,537.0
Income,M1C,"Males - Worked full year, full time (33)","Males - Worked full year, full time (33)",,,,,,6190.0
Income,M1C,  Average employment income $,"Males - Worked full year, full time (33)",  Average employment income $,,,,,50380.0
Income,M1C,  Standard error of average employment income $,"Males - Worked full year, full time (33)",  Standard error of average employment income $,,,,,772.0
Income,M1C,Males - Worked part year or part time (34),Males - Worked part year or part time (34),,,,,,3190.0
Income,M1C,  Average employment income $,Males - Worked part year or part time (34),  Average employment income $,,,,,18181.0
Income,M1C,  Standard error of average employment income $,Males - Worked part year or part time (34),  Standard error of average employment income $,,,,,891.0
Income,M1C,"Females - Worked full year, full time (33)","Females - Worked full year, full time (33)",,,,,,4255.0
Income,M1C,  Average employment income $,"Females - Worked full year, full time (33)",  Average employment income $,,,,,33243.0
Income,M1C,  Standard error of average employment income $,"Females - Worked full year, full time (33)",  Standard error of average employment income $,,,,,610.0
Income,M1C,Females - Worked part year or part time (34),Females - Worked part year or part time (34),,,,,,3925.0
Income,M1C,  Average employment income $,Females - Worked part year or part time (34),  Average employment income $,,,,,12908.0
Income,M1C,  Standard error of average employment income $,Females - Worked part year or part time (34),  Standard error of average employment income $,,,,,473.0
Income,M1C,"Composition of total income, total (35) %","Composition of total income, total (35) %",,,,,,100.0
Income,M1C,Employment income %,Employment income %,,,,,,88.7
