Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Citizenship and Immigration,Ont,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,544365.0
Citizenship and Immigration,Ont,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,669370.0
Citizenship and Immigration,Ont,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,341265.0
Citizenship and Immigration,Ont,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,328105.0
Citizenship and Immigration,Ont,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,251000.0
Citizenship and Immigration,Ont,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,652980.0
Citizenship and Immigration,Ont,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,1465195.0
Citizenship and Immigration,M1B,Canadian citizenship (10),Canadian citizenship (10),,,,,,40285.0
Citizenship and Immigration,M1B,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,12050.0
Citizenship and Immigration,M1B,Non-immigrant population (11),Non-immigrant population (11),,,,,,24400.0
Citizenship and Immigration,M1B,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,21095.0
Citizenship and Immigration,M1B,Immigrant population,Immigrant population,,,,,,25825.0
Citizenship and Immigration,M1B,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,375.0
Citizenship and Immigration,M1B,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,3340.0
Citizenship and Immigration,M1B,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,5465.0
Citizenship and Immigration,M1B,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,2415.0
Citizenship and Immigration,M1B,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,2095.0
Citizenship and Immigration,M1B,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,1260.0
Citizenship and Immigration,M1B,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,2065.0
Citizenship and Immigration,M1B,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,8675.0
Citizenship and Immigration,M1B,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,140.0
Citizenship and Immigration,M1B,Non-permanent residents (15),Non-permanent residents (15),,,,,,2100.0
Citizenship and Immigration,M1B,Total immigrant population,Total immigrant population,,,,,,25825.0
Citizenship and Immigration,M1B,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,1440.0
Citizenship and Immigration,M1B,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,3860.0
Citizenship and Immigration,M1B,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,9430.0
Citizenship and Immigration,M1B,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,11105.0
Citizenship and Immigration,M1B,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,5340.0
Citizenship and Immigration,M1B,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,5760.0
Citizenship and Immigration,M1B,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,2495.0
Citizenship and Immigration,M1B,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,6935.0
Citizenship and Immigration,M1B,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,16400.0
Citizenship and Immigration,M1C,Canadian citizenship (10),Canadian citizenship (10),,,,,,26245.0
Citizenship and Immigration,M1C,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,2585.0
Citizenship and Immigration,M1C,Non-immigrant population (11),Non-immigrant population (11),,,,,,18390.0
Citizenship and Immigration,M1C,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,16185.0
Citizenship and Immigration,M1C,Immigrant population,Immigrant population,,,,,,10210.0
Citizenship and Immigration,M1C,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,135.0
Citizenship and Immigration,M1C,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,935.0
Citizenship and Immigration,M1C,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,1480.0
Citizenship and Immigration,M1C,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,1875.0
Citizenship and Immigration,M1C,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,2675.0
Citizenship and Immigration,M1C,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,255.0
Citizenship and Immigration,M1C,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,525.0
Citizenship and Immigration,M1C,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,2260.0
Citizenship and Immigration,M1C,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,70.0
Citizenship and Immigration,M1C,Non-permanent residents (15),Non-permanent residents (15),,,,,,240.0
Citizenship and Immigration,M1C,Total immigrant population,Total immigrant population,,,,,,10210.0
Citizenship and Immigration,M1C,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,2070.0
Citizenship and Immigration,M1C,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,2420.0
Citizenship and Immigration,M1C,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,3670.0
Citizenship and Immigration,M1C,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,2050.0
Citizenship and Immigration,M1C,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,1165.0
Citizenship and Immigration,M1C,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,885.0
Citizenship and Immigration,M1C,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,1070.0
Citizenship and Immigration,M1C,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,2685.0
Citizenship and Immigration,M1C,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,6450.0
Citizenship and Immigration,M1E,Canadian citizenship (10),Canadian citizenship (10),,,,,,36970.0
Citizenship and Immigration,M1E,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,6040.0
Citizenship and Immigration,M1E,Non-immigrant population (11),Non-immigrant population (11),,,,,,27280.0
Citizenship and Immigration,M1E,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,23260.0
Citizenship and Immigration,M1E,Immigrant population,Immigrant population,,,,,,15075.0
Citizenship and Immigration,M1E,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,270.0
Citizenship and Immigration,M1E,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,1550.0
Citizenship and Immigration,M1E,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,2295.0
Citizenship and Immigration,M1E,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,2850.0
Citizenship and Immigration,M1E,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,3985.0
Citizenship and Immigration,M1E,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,500.0
Citizenship and Immigration,M1E,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,630.0
Citizenship and Immigration,M1E,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,2905.0
Citizenship and Immigration,M1E,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,95.0
Citizenship and Immigration,M1E,Non-permanent residents (15),Non-permanent residents (15),,,,,,655.0
Citizenship and Immigration,M1E,Total immigrant population,Total immigrant population,,,,,,15075.0
Citizenship and Immigration,M1E,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,3535.0
Citizenship and Immigration,M1E,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,2780.0
Citizenship and Immigration,M1E,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,3865.0
Citizenship and Immigration,M1E,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,4900.0
Citizenship and Immigration,M1E,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,2265.0
Citizenship and Immigration,M1E,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,2635.0
Citizenship and Immigration,M1E,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,1535.0
Citizenship and Immigration,M1E,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,3940.0
Citizenship and Immigration,M1E,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,9605.0
Citizenship and Immigration,M1G,Canadian citizenship (10),Canadian citizenship (10),,,,,,21180.0
Citizenship and Immigration,M1G,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,6100.0
Citizenship and Immigration,M1G,Non-immigrant population (11),Non-immigrant population (11),,,,,,15165.0
Citizenship and Immigration,M1G,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,13155.0
Citizenship and Immigration,M1G,Immigrant population,Immigrant population,,,,,,10965.0
Citizenship and Immigration,M1G,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,120.0
Citizenship and Immigration,M1G,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,1135.0
Citizenship and Immigration,M1G,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,1400.0
Citizenship and Immigration,M1G,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,1665.0
Citizenship and Immigration,M1G,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,2990.0
Citizenship and Immigration,M1G,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,450.0
Citizenship and Immigration,M1G,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,840.0
Citizenship and Immigration,M1G,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,2355.0
Citizenship and Immigration,M1G,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,10.0
Citizenship and Immigration,M1G,Non-permanent residents (15),Non-permanent residents (15),,,,,,1155.0
Citizenship and Immigration,M1G,Total immigrant population,Total immigrant population,,,,,,10965.0
Citizenship and Immigration,M1G,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,2050.0
Citizenship and Immigration,M1G,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,1520.0
Citizenship and Immigration,M1G,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,2215.0
Citizenship and Immigration,M1G,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,5180.0
Citizenship and Immigration,M1G,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,2360.0
Citizenship and Immigration,M1G,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,2825.0
Citizenship and Immigration,M1G,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,925.0
Citizenship and Immigration,M1G,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,2470.0
Citizenship and Immigration,M1G,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,7570.0
Citizenship and Immigration,M1H,Canadian citizenship (10),Canadian citizenship (10),,,,,,12270.0
Citizenship and Immigration,M1H,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,2785.0
Citizenship and Immigration,M1H,Non-immigrant population (11),Non-immigrant population (11),,,,,,8920.0
Citizenship and Immigration,M1H,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,7750.0
Citizenship and Immigration,M1H,Immigrant population,Immigrant population,,,,,,5465.0
Citizenship and Immigration,M1H,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,70.0
Citizenship and Immigration,M1H,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,560.0
Citizenship and Immigration,M1H,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,490.0
Citizenship and Immigration,M1H,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,725.0
Citizenship and Immigration,M1H,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,1565.0
Citizenship and Immigration,M1H,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,185.0
Citizenship and Immigration,M1H,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,405.0
Citizenship and Immigration,M1H,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,1455.0
Citizenship and Immigration,M1H,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,25.0
Citizenship and Immigration,M1H,Non-permanent residents (15),Non-permanent residents (15),,,,,,665.0
Citizenship and Immigration,M1H,Total immigrant population,Total immigrant population,,,,,,5465.0
Citizenship and Immigration,M1H,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,1250.0
Citizenship and Immigration,M1H,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,995.0
Citizenship and Immigration,M1H,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,1045.0
Citizenship and Immigration,M1H,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,2175.0
Citizenship and Immigration,M1H,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,955.0
Citizenship and Immigration,M1H,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,1220.0
Citizenship and Immigration,M1H,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,425.0
Citizenship and Immigration,M1H,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,1460.0
Citizenship and Immigration,M1H,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,3580.0
Citizenship and Immigration,M1J,Canadian citizenship (10),Canadian citizenship (10),,,,,,24470.0
Citizenship and Immigration,M1J,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,7530.0
Citizenship and Immigration,M1J,Non-immigrant population (11),Non-immigrant population (11),,,,,,16590.0
Citizenship and Immigration,M1J,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,13460.0
Citizenship and Immigration,M1J,Immigrant population,Immigrant population,,,,,,13680.0
Citizenship and Immigration,M1J,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,130.0
Citizenship and Immigration,M1J,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,1715.0
Citizenship and Immigration,M1J,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,1885.0
Citizenship and Immigration,M1J,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,1305.0
Citizenship and Immigration,M1J,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,4275.0
Citizenship and Immigration,M1J,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,445.0
Citizenship and Immigration,M1J,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,550.0
Citizenship and Immigration,M1J,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,3215.0
Citizenship and Immigration,M1J,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,155.0
Citizenship and Immigration,M1J,Non-permanent residents (15),Non-permanent residents (15),,,,,,1735.0
Citizenship and Immigration,M1J,Total immigrant population,Total immigrant population,,,,,,13680.0
Citizenship and Immigration,M1J,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,2095.0
Citizenship and Immigration,M1J,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,1900.0
Citizenship and Immigration,M1J,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,3050.0
Citizenship and Immigration,M1J,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,6630.0
Citizenship and Immigration,M1J,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,3000.0
Citizenship and Immigration,M1J,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,3630.0
Citizenship and Immigration,M1J,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,1175.0
Citizenship and Immigration,M1J,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,3565.0
Citizenship and Immigration,M1J,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,8940.0
Citizenship and Immigration,M1K,Canadian citizenship (10),Canadian citizenship (10),,,,,,36210.0
Citizenship and Immigration,M1K,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,8555.0
Citizenship and Immigration,M1K,Non-immigrant population (11),Non-immigrant population (11),,,,,,24255.0
Citizenship and Immigration,M1K,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,20345.0
Citizenship and Immigration,M1K,Immigrant population,Immigrant population,,,,,,19105.0
Citizenship and Immigration,M1K,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,180.0
Citizenship and Immigration,M1K,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,2230.0
Citizenship and Immigration,M1K,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,2280.0
Citizenship and Immigration,M1K,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,2010.0
Citizenship and Immigration,M1K,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,5675.0
Citizenship and Immigration,M1K,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,590.0
Citizenship and Immigration,M1K,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,725.0
Citizenship and Immigration,M1K,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,5345.0
Citizenship and Immigration,M1K,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,55.0
Citizenship and Immigration,M1K,Non-permanent residents (15),Non-permanent residents (15),,,,,,1395.0
Citizenship and Immigration,M1K,Total immigrant population,Total immigrant population,,,,,,19105.0
Citizenship and Immigration,M1K,"  Before 1961, period of immigration",Total immigrant population,"  Before 1961, period of immigration",,,,,3570.0
Citizenship and Immigration,M1K,"  1961-1970, period of immigration",Total immigrant population,"  1961-1970, period of immigration",,,,,3450.0
Citizenship and Immigration,M1K,"  1971-1980, period of immigration",Total immigrant population,"  1971-1980, period of immigration",,,,,4590.0
Citizenship and Immigration,M1K,"  1981-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)",,,,,7505.0
Citizenship and Immigration,M1K,"    1981-1987, period of immigration",Total immigrant population,"  1981-1991, period of immigration (16)","    1981-1987, period of immigration",,,,3585.0
Citizenship and Immigration,M1K,"    1988-1991, period of immigration (16)",Total immigrant population,"  1981-1991, period of immigration (16)","    1988-1991, period of immigration (16)",,,,3920.0
Citizenship and Immigration,M1K,"  0 - 4 years, age at immigration",Total immigrant population,"  0 - 4 years, age at immigration",,,,,1350.0
Citizenship and Immigration,M1K,"  5 - 19 years, age at immigration",Total immigrant population,"  5 - 19 years, age at immigration",,,,,5100.0
Citizenship and Immigration,M1K,"  20 years and over, age at immigration",Total immigrant population,"  20 years and over, age at immigration",,,,,12655.0
Citizenship and Immigration,M1L,Canadian citizenship (10),Canadian citizenship (10),,,,,,20365.0
Citizenship and Immigration,M1L,Citizenship other than Canadian,Citizenship other than Canadian,,,,,,4150.0
Citizenship and Immigration,M1L,Non-immigrant population (11),Non-immigrant population (11),,,,,,14545.0
Citizenship and Immigration,M1L,  Born in province of residence,Non-immigrant population (11),  Born in province of residence,,,,,12660.0
Citizenship and Immigration,M1L,Immigrant population,Immigrant population,,,,,,9230.0
Citizenship and Immigration,M1L,"  United States of America, place of birth",Immigrant population,"  United States of America, place of birth",,,,,110.0
Citizenship and Immigration,M1L,"  Central and South America, place of birth",Immigrant population,"  Central and South America, place of birth",,,,,755.0
Citizenship and Immigration,M1L,"  Caribbean and Bermuda, place of birth",Immigrant population,"  Caribbean and Bermuda, place of birth",,,,,1080.0
Citizenship and Immigration,M1L,"  United Kingdom, place of birth",Immigrant population,"  United Kingdom, place of birth",,,,,1215.0
Citizenship and Immigration,M1L,"  Other Europe, place of birth (12)",Immigrant population,"  Other Europe, place of birth (12)",,,,,2275.0
Citizenship and Immigration,M1L,"  Africa, place of birth",Immigrant population,"  Africa, place of birth",,,,,755.0
Citizenship and Immigration,M1L,"  India, place of birth",Immigrant population,"  India, place of birth",,,,,320.0
Citizenship and Immigration,M1L,"  Other Asia, place of birth (13)",Immigrant population,"  Other Asia, place of birth (13)",,,,,2705.0
Citizenship and Immigration,M1L,"  Oceania & Other, place of birth (14)",Immigrant population,"  Oceania & Other, place of birth (14)",,,,,15.0
Citizenship and Immigration,M1L,Non-permanent residents (15),Non-permanent residents (15),,,,,,740.0
Citizenship and Immigration,M1L,Total immigrant population,Total immigrant population,,,,,,9230.0
