Geo Code,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Characteristic_level_5,Count
M1B,Total number of children at home - 20% Sample Data,,,,,,,26170
M1B,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,5315
M1B,Total number of children at home - 20% Sample Data,6-14 years,,,,,,8775
M1B,Total number of children at home - 20% Sample Data,15-17 years,,,,,,2855
M1B,Total number of children at home - 20% Sample Data,18-24 years,,,,,,5415
M1B,Total number of children at home - 20% Sample Data,25 years and over,,,,,,3815
M1B,Average number of children at home per census family,,,,,,,1.6
M1B,Total number of persons in private households - 20% Sample Data,,,,,,,61555
M1B,Total number of persons in private households - 20% Sample Data,Number of non-family persons,,,,,,5710
M1B,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with relatives,,,,,2205
M1B,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with non-relatives only,,,,,1615
M1B,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living alone,,,,,1890
M1B,Total number of persons in private households - 20% Sample Data,Number of family persons,,,,,,55840
M1B,Total number of persons 65 years and over - 20% Sample Data,,,,,,,4135
M1B,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,,,,,,1385
M1B,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with relatives,,,,,765
M1B,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with non-relatives only,,,,,90
M1B,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living alone,,,,,530
M1B,Total number of persons 65 years and over - 20% Sample Data,Number of family persons 65 years and over,,,,,,2745
M1B,Total number of occupied private dwellings - 20% Sample Data,,,,,,,17235
M1B,Average number of rooms per dwelling,,,,,,,6.1
M1B,Average number of bedrooms per dwelling,,,,,,,2.9
M1B,Owned,,,,,,,11875
M1B,Rented,,,,,,,5360
M1B,Regular maintenance only,,,,,,,12315
M1B,"Period of construction, before 1946",,,,,,,85
M1B,"Period of construction, 1946-1960",,,,,,,145
M1B,"Period of construction, 1961-1970",,,,,,,895
M1B,"Period of construction, 1971-1980",,,,,,,6370
M1B,"Period of construction, 1981-1990",,,,,,,7420
M1B,"Period of construction, 1991-1995",,,,,,,1285
M1B,"Period of construction, 1996-2001",,,,,,,1035
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,,,,,,,17215
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Single-detached house,,,,,,6725
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Semi-detached house,,,,,,1775
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Row house,,,,,,3815
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, detached duplex",,,,,,425
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has five or more storeys",,,,,,3745
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has fewer than five storeys",,,,,,695
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Other single-attached house,,,,,,40
M1B,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Movable dwelling,,,,,,0
M1B,Total number of private households by household size - 100% Data,,,,,,,17215
M1B,Total number of private households by household size - 100% Data,1 person,,,,,,1925
M1B,Total number of private households by household size - 100% Data,2 persons,,,,,,3380
M1B,Total number of private households by household size - 100% Data,3 persons,,,,,,3305
M1B,Total number of private households by household size - 100% Data,4-5 persons,,,,,,6495
M1B,Total number of private households by household size - 100% Data,6 or more persons,,,,,,2110
M1B,Number of persons in private households,,,,,,,61475
M1B,Average number of persons in private households,,,,,,,3.6
M1B,Total number of private households by household type - 20% Sample Data,,,,,,,17235
M1B,Total number of private households by household type - 20% Sample Data,One-family households,,,,,,13245
M1B,Total number of private households by household type - 20% Sample Data,Multiple-family households,,,,,,1675
M1B,Total number of private households by household type - 20% Sample Data,Non-family households,,,,,,2310
M1C,Total number of children at home - 20% Sample Data,,,,,,,13810
M1C,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,2280
M1C,Total number of children at home - 20% Sample Data,6-14 years,,,,,,4325
M1C,Total number of children at home - 20% Sample Data,15-17 years,,,,,,1635
M1C,Total number of children at home - 20% Sample Data,18-24 years,,,,,,3510
M1C,Total number of children at home - 20% Sample Data,25 years and over,,,,,,2065
M1C,Average number of children at home per census family,,,,,,,1.4
M1C,Total number of persons in private households - 20% Sample Data,,,,,,,34645
M1C,Total number of persons in private households - 20% Sample Data,Number of non-family persons,,,,,,2380
M1C,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with relatives,,,,,990
M1C,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with non-relatives only,,,,,615
M1C,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living alone,,,,,775
M1C,Total number of persons in private households - 20% Sample Data,Number of family persons,,,,,,32260
M1C,Total number of persons 65 years and over - 20% Sample Data,,,,,,,2780
M1C,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,,,,,,770
M1C,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with relatives,,,,,420
M1C,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with non-relatives only,,,,,70
M1C,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living alone,,,,,280
M1C,Total number of persons 65 years and over - 20% Sample Data,Number of family persons 65 years and over,,,,,,2005
M1C,Total number of occupied private dwellings - 20% Sample Data,,,,,,,10215
M1C,Average number of rooms per dwelling,,,,,,,7.9
M1C,Average number of bedrooms per dwelling,,,,,,,3.5
M1C,Owned,,,,,,,9350
M1C,Rented,,,,,,,875
M1C,Regular maintenance only,,,,,,,7205
M1C,"Period of construction, before 1946",,,,,,,240
M1C,"Period of construction, 1946-1960",,,,,,,1050
M1C,"Period of construction, 1961-1970",,,,,,,1570
M1C,"Period of construction, 1971-1980",,,,,,,1535
M1C,"Period of construction, 1981-1990",,,,,,,3515
M1C,"Period of construction, 1991-1995",,,,,,,655
M1C,"Period of construction, 1996-2001",,,,,,,1660
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,,,,,,,10240
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Single-detached house,,,,,,8695
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Semi-detached house,,,,,,350
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Row house,,,,,,640
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, detached duplex",,,,,,315
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has five or more storeys",,,,,,185
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has fewer than five storeys",,,,,,45
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Other single-attached house,,,,,,15
M1C,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Movable dwelling,,,,,,0
M1C,Total number of private households by household size - 100% Data,,,,,,,10240
M1C,Total number of private households by household size - 100% Data,1 person,,,,,,790
M1C,Total number of private households by household size - 100% Data,2 persons,,,,,,2540
M1C,Total number of private households by household size - 100% Data,3 persons,,,,,,2105
M1C,Total number of private households by household size - 100% Data,4-5 persons,,,,,,4070
M1C,Total number of private households by household size - 100% Data,6 or more persons,,,,,,735
M1C,Number of persons in private households,,,,,,,34570
M1C,Average number of persons in private households,,,,,,,3.4
M1C,Total number of private households by household type - 20% Sample Data,,,,,,,10215
M1C,Total number of private households by household type - 20% Sample Data,One-family households,,,,,,8665
M1C,Total number of private households by household type - 20% Sample Data,Multiple-family households,,,,,,595
M1C,Total number of private households by household type - 20% Sample Data,Non-family households,,,,,,955
M1G,Total number of children at home - 20% Sample Data,,,,,,,11750
M1G,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,2820
M1G,Total number of children at home - 20% Sample Data,6-14 years,,,,,,3970
M1G,Total number of children at home - 20% Sample Data,15-17 years,,,,,,1160
M1G,Total number of children at home - 20% Sample Data,18-24 years,,,,,,2140
M1G,Total number of children at home - 20% Sample Data,25 years and over,,,,,,1650
M1G,Average number of children at home per census family,,,,,,,1.4
M1G,Total number of persons in private households - 20% Sample Data,,,,,,,30380
M1G,Total number of persons in private households - 20% Sample Data,Number of non-family persons,,,,,,3425
M1G,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with relatives,,,,,890
M1G,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with non-relatives only,,,,,590
M1G,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living alone,,,,,1945
M1G,Total number of persons in private households - 20% Sample Data,Number of family persons,,,,,,26950
M1G,Total number of persons 65 years and over - 20% Sample Data,,,,,,,3715
M1G,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,,,,,,1245
M1G,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with relatives,,,,,285
M1G,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with non-relatives only,,,,,15
M1G,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living alone,,,,,950
M1G,Total number of persons 65 years and over - 20% Sample Data,Number of family persons 65 years and over,,,,,,2470
M1G,Total number of occupied private dwellings - 20% Sample Data,,,,,,,10030
M1G,Average number of rooms per dwelling,,,,,,,5.5
M1G,Average number of bedrooms per dwelling,,,,,,,2.4
M1G,Owned,,,,,,,4900
M1G,Rented,,,,,,,5135
M1G,Regular maintenance only,,,,,,,6475
M1G,"Period of construction, before 1946",,,,,,,320
M1G,"Period of construction, 1946-1960",,,,,,,3405
M1G,"Period of construction, 1961-1970",,,,,,,4215
M1G,"Period of construction, 1971-1980",,,,,,,1655
M1G,"Period of construction, 1981-1990",,,,,,,325
M1G,"Period of construction, 1991-1995",,,,,,,35
M1G,"Period of construction, 1996-2001",,,,,,,70
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,,,,,,,10015
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Single-detached house,,,,,,4810
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Semi-detached house,,,,,,70
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Row house,,,,,,175
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, detached duplex",,,,,,475
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has five or more storeys",,,,,,4355
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has fewer than five storeys",,,,,,130
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Other single-attached house,,,,,,0
M1G,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Movable dwelling,,,,,,5
M1G,Total number of private households by household size - 100% Data,,,,,,,10015
M1G,Total number of private households by household size - 100% Data,1 person,,,,,,1970
M1G,Total number of private households by household size - 100% Data,2 persons,,,,,,2535
M1G,Total number of private households by household size - 100% Data,3 persons,,,,,,1870
M1G,Total number of private households by household size - 100% Data,4-5 persons,,,,,,2885
M1G,Total number of private households by household size - 100% Data,6 or more persons,,,,,,755
M1G,Number of persons in private households,,,,,,,30340
M1G,Average number of persons in private households,,,,,,,3
M1G,Total number of private households by household type - 20% Sample Data,,,,,,,10035
M1G,Total number of private households by household type - 20% Sample Data,One-family households,,,,,,7225
M1G,Total number of private households by household type - 20% Sample Data,Multiple-family households,,,,,,645
M1G,Total number of private households by household type - 20% Sample Data,Non-family households,,,,,,2165
M1H,Total number of children at home - 20% Sample Data,,,,,,,7330
M1H,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,1595
M1H,Total number of children at home - 20% Sample Data,6-14 years,,,,,,2470
M1H,Total number of children at home - 20% Sample Data,15-17 years,,,,,,685
M1H,Total number of children at home - 20% Sample Data,18-24 years,,,,,,1320
M1H,Total number of children at home - 20% Sample Data,25 years and over,,,,,,1260
M1H,Average number of children at home per census family,,,,,,,1.2
M1H,Total number of persons in private households - 20% Sample Data,,,,,,,20930
M1H,Total number of persons in private households - 20% Sample Data,Number of non-family persons,,,,,,2630
M1H,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with relatives,,,,,755
M1H,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with non-relatives only,,,,,585
M1H,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living alone,,,,,1295
M1H,Total number of persons in private households - 20% Sample Data,Number of family persons,,,,,,18300
M1H,Total number of persons 65 years and over - 20% Sample Data,,,,,,,2725
M1H,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,,,,,,715
M1H,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with relatives,,,,,275
M1H,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with non-relatives only,,,,,10
M1H,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living alone,,,,,430
M1H,Total number of persons 65 years and over - 20% Sample Data,Number of family persons 65 years and over,,,,,,2005
M1H,Total number of occupied private dwellings - 20% Sample Data,,,,,,,7180
M1H,Average number of rooms per dwelling,,,,,,,5.5
M1H,Average number of bedrooms per dwelling,,,,,,,2.4
M1H,Owned,,,,,,,4275
M1H,Rented,,,,,,,2905
M1H,Regular maintenance only,,,,,,,5180
M1H,"Period of construction, before 1946",,,,,,,155
M1H,"Period of construction, 1946-1960",,,,,,,1915
M1H,"Period of construction, 1961-1970",,,,,,,2260
M1H,"Period of construction, 1971-1980",,,,,,,630
M1H,"Period of construction, 1981-1990",,,,,,,230
M1H,"Period of construction, 1991-1995",,,,,,,825
M1H,"Period of construction, 1996-2001",,,,,,,1165
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,,,,,,,7210
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Single-detached house,,,,,,3020
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Semi-detached house,,,,,,335
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Row house,,,,,,200
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, detached duplex",,,,,,130
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has five or more storeys",,,,,,3510
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has fewer than five storeys",,,,,,20
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Other single-attached house,,,,,,0
M1H,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Movable dwelling,,,,,,0
M1H,Total number of private households by household size - 100% Data,,,,,,,7210
M1H,Total number of private households by household size - 100% Data,1 person,,,,,,1290
M1H,Total number of private households by household size - 100% Data,2 persons,,,,,,2145
M1H,Total number of private households by household size - 100% Data,3 persons,,,,,,1440
M1H,Total number of private households by household size - 100% Data,4-5 persons,,,,,,1890
M1H,Total number of private households by household size - 100% Data,6 or more persons,,,,,,450
M1H,Number of persons in private households,,,,,,,21040
M1H,Average number of persons in private households,,,,,,,2.9
M1H,Total number of private households by household type - 20% Sample Data,,,,,,,7180
M1H,Total number of private households by household type - 20% Sample Data,One-family households,,,,,,5250
M1H,Total number of private households by household type - 20% Sample Data,Multiple-family households,,,,,,415
M1H,Total number of private households by household type - 20% Sample Data,Non-family households,,,,,,1515
M1J,Total number of children at home - 20% Sample Data,,,,,,,14435
M1J,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,3560
M1J,Total number of children at home - 20% Sample Data,6-14 years,,,,,,4940
M1J,Total number of children at home - 20% Sample Data,15-17 years,,,,,,1445
M1J,Total number of children at home - 20% Sample Data,18-24 years,,,,,,2640
M1J,Total number of children at home - 20% Sample Data,25 years and over,,,,,,1850
M1J,Average number of children at home per census family,,,,,,,1.4
M1J,Total number of persons in private households - 20% Sample Data,,,,,,,36620
M1J,Total number of persons in private households - 20% Sample Data,Number of non-family persons,,,,,,4550
M1J,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with relatives,,,,,1310
M1J,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living with non-relatives only,,,,,1035
M1J,Total number of persons in private households - 20% Sample Data,Number of non-family persons,Living alone,,,,,2200
M1J,Total number of persons in private households - 20% Sample Data,Number of family persons,,,,,,32080
M1J,Total number of persons 65 years and over - 20% Sample Data,,,,,,,3615
M1J,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,,,,,,1250
M1J,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with relatives,,,,,355
M1J,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living with non-relatives only,,,,,55
M1J,Total number of persons 65 years and over - 20% Sample Data,Number of non-family persons 65 years and over,Living alone,,,,,840
M1J,Total number of persons 65 years and over - 20% Sample Data,Number of family persons 65 years and over,,,,,,2365
M1J,Total number of occupied private dwellings - 20% Sample Data,,,,,,,12120
M1J,Average number of rooms per dwelling,,,,,,,5.2
M1J,Average number of bedrooms per dwelling,,,,,,,2.3
M1J,Owned,,,,,,,4955
M1J,Rented,,,,,,,7165
M1J,Regular maintenance only,,,,,,,7435
M1J,"Period of construction, before 1946",,,,,,,365
M1J,"Period of construction, 1946-1960",,,,,,,3085
M1J,"Period of construction, 1961-1970",,,,,,,4430
M1J,"Period of construction, 1971-1980",,,,,,,2145
M1J,"Period of construction, 1981-1990",,,,,,,1345
M1J,"Period of construction, 1991-1995",,,,,,,605
M1J,"Period of construction, 1996-2001",,,,,,,135
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,,,,,,,12145
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Single-detached house,,,,,,3390
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Semi-detached house,,,,,,255
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Row house,,,,,,260
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, detached duplex",,,,,,740
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has five or more storeys",,,,,,7055
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,"Apartment, building that has fewer than five storeys",,,,,,440
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Other single-attached house,,,,,,10
M1J,Total number of occupied private dwellings by structural type of dwelling - 100% Data,Movable dwelling,,,,,,0
M1J,Total number of private households by household size - 100% Data,,,,,,,12145
M1J,Total number of private households by household size - 100% Data,1 person,,,,,,2170
M1J,Total number of private households by household size - 100% Data,2 persons,,,,,,3165
M1J,Total number of private households by household size - 100% Data,3 persons,,,,,,2455
M1J,Total number of private households by household size - 100% Data,4-5 persons,,,,,,3500
M1J,Total number of private households by household size - 100% Data,6 or more persons,,,,,,860
M1J,Number of persons in private households,,,,,,,36715
M1J,Average number of persons in private households,,,,,,,3
M1J,Total number of private households by household type - 20% Sample Data,,,,,,,12125
M1J,Total number of private households by household type - 20% Sample Data,One-family households,,,,,,8855
M1J,Total number of private households by household type - 20% Sample Data,Multiple-family households,,,,,,600
M1J,Total number of private households by household type - 20% Sample Data,Non-family households,,,,,,2675
M1K,Total number of children at home - 20% Sample Data,,,,,,,17080
M1K,Total number of children at home - 20% Sample Data,Under 6 years of age,,,,,,4305
M1K,Total number of children at home - 20% Sample Data,6-14 years,,,,,,5500
M1K,Total number of children at home - 20% Sample Data,15-17 years,,,,,,1530
M1K,Total number of children at home - 20% Sample Data,18-24 years,,,,,,2980
M1K,Total number of children at home - 20% Sample Data,25 years and over,,,,,,2760
M1K,Average number of children at home per census family,,,,,,,1.2
