Geo Code,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Characteristic_level_5,Count
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iran,,,,,71990
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Korea, South",,,,,70530
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,France,,,,,69465
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Lebanon,,,,,67225
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Taiwan,,,,,67095
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Trinidad and Tobago,,,,,64140
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Yugoslavia,,,,,63875
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Romania,,,,,60165
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Haiti,,,,,52625
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Ukraine,,,,,51610
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Hungary,,,,,48715
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Russian Federation,,,,,48430
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Croatia,,,,,39370
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,El Salvador,,,,,38460
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Mexico,,,,,36225
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Egypt,,,,,35980
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"South Africa, Republic of",,,,,34990
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Ireland, Republic of (EIRE)",,,,,25845
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iraq,,,,,25830
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Bosnia and Herzegovina,,,,,25665
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Morocco,,,,,24645
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Chile,,,,,24495
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Fiji,,,,,22340
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Austria,,,,,22135
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Afghanistan,,,,,21710
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Bangladesh,,,,,21595
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Malaysia,,,,,20420
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Switzerland,,,,,20025
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Kenya,,,,,19815
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Belgium,,,,,19760
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Tanzania, United Republic of",,,,,19315
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Algeria,,,,,19100
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Cambodia,,,,,18740
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,All other places of birth,,,,,680755
Canada,Total population by immigrant status and place of birth - 20% Sample Data,Non-permanent residents,,,,,,198645
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,,,,,,,963325
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,"China, People's Republic of",,,,,,124900
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,India,,,,,,91645
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Philippines,,,,,,55470
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Pakistan,,,,,,43075
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,"Hong Kong, Special Administrative Region",,,,,,37665
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Iran,,,,,,31085
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Taiwan,,,,,,30345
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,United States,,,,,,29740
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,"Korea, South",,,,,,29240
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Sri Lanka,,,,,,25245
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Russian Federation,,,,,,24925
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Romania,,,,,,20040
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,United Kingdom,,,,,,19755
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Yugoslavia,,,,,,17205
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Ukraine,,,,,,16320
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,France,,,,,,13545
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Bosnia and Herzegovina,,,,,,12880
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Jamaica,,,,,,12170
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Algeria,,,,,,11910
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Bangladesh,,,,,,11705
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Mexico,,,,,,11470
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Afghanistan,,,,,,11330
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Iraq,,,,,,11145
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Viet Nam,,,,,,11075
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,"South Africa, Republic of",,,,,,8650
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Guyana,,,,,,8620
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Germany,,,,,,8510
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Poland,,,,,,8345
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Lebanon,,,,,,7630
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Haiti,,,,,,7165
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Morocco,,,,,,6925
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Colombia,,,,,,6480
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Egypt,,,,,,6455
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Trinidad and Tobago,,,,,,6385
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Somalia,,,,,,5570
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Japan,,,,,,5170
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Croatia,,,,,,5130
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Ghana,,,,,,4995
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,Saudi Arabia,,,,,,4820
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,"Congo, Democratic Republic of the",,,,,,4780
Canada,Total recent immigrants by selected places of birth - 20% Sample Data,All other places of birth,,,,,,153815
Canada,Total immigrant population by period of immigration - 20% Sample Data,,,,,,,5448480
Canada,Total immigrant population by period of immigration - 20% Sample Data,Before 1961,,,,,,894465
Canada,Total immigrant population by period of immigration - 20% Sample Data,1961-1970,,,,,,745560
Canada,Total immigrant population by period of immigration - 20% Sample Data,1971-1980,,,,,,936275
Canada,Total immigrant population by period of immigration - 20% Sample Data,1981-1990,,,,,,1041500
Canada,Total immigrant population by period of immigration - 20% Sample Data,1991-1995,,,,,,867355
Canada,Total immigrant population by period of immigration - 20% Sample Data,1996-2001,,,,,,963325
Canada,Total immigrant population by age at immigration - 20% Sample Data,,,,,,,5448485
Canada,Total immigrant population by age at immigration - 20% Sample Data,0 to 4 years,,,,,,517760
Canada,Total immigrant population by age at immigration - 20% Sample Data,5-19 years,,,,,,1500790
Canada,Total immigrant population by age at immigration - 20% Sample Data,20 years and over,,,,,,3429930
Canada,Total population 15 years and over by generation status - 20% Sample Data,,,,,,,23901360
Canada,Total population 15 years and over by generation status - 20% Sample Data,1st generation,,,,,,5355770
Canada,Total population 15 years and over by generation status - 20% Sample Data,2nd generation,,,,,,3917470
Canada,Total population 15 years and over by generation status - 20% Sample Data,3rd generation and over,,,,,,14628120
Canada,Total population by ethnic origin (single and multiple responses) - 20% Sample Data,,,,,,,29639030
Ontario,Total population by citizenship - 20% Sample Data,,,,,,,11285570
Ontario,Total population by citizenship - 20% Sample Data,Canadian citizenship,,,,,,10429575
Ontario,Total population by citizenship - 20% Sample Data,Citizenship other than Canadian,,,,,,855995
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,,,,,,,11285570
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,,,,,,8164880
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,Born in province of residence,,,,,7166550
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,Born outside province of residence,,,,,998330
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,,,,,,3030075
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,United Kingdom,,,,,342900
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"China, People's Republic of",,,,,164885
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Italy,,,,,210540
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,India,,,,,174560
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,United States,,,,,98190
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Hong Kong, Special Administrative Region",,,,,119615
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Philippines,,,,,119215
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Poland,,,,,116100
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Germany,,,,,82535
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Portugal,,,,,110870
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Viet Nam,,,,,71900
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Jamaica,,,,,105415
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Netherlands,,,,,65430
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Sri Lanka,,,,,72990
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Guyana,,,,,75275
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Pakistan,,,,,60390
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Greece,,,,,45035
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iran,,,,,42310
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Korea, South",,,,,38390
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,France,,,,,11015
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Lebanon,,,,,28040
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Taiwan,,,,,16830
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Trinidad and Tobago,,,,,51600
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Yugoslavia,,,,,44495
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Romania,,,,,33725
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Haiti,,,,,3960
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Ukraine,,,,,31080
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Hungary,,,,,28955
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Russian Federation,,,,,28630
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Croatia,,,,,26710
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,El Salvador,,,,,17145
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Mexico,,,,,17805
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Egypt,,,,,17200
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"South Africa, Republic of",,,,,17415
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Ireland, Republic of (EIRE)",,,,,15535
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iraq,,,,,19385
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Bosnia and Herzegovina,,,,,15100
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Morocco,,,,,3520
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Chile,,,,,9120
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Fiji,,,,,2370
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Austria,,,,,11795
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Afghanistan,,,,,14735
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Bangladesh,,,,,14620
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Malaysia,,,,,8660
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Switzerland,,,,,6890
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Kenya,,,,,11490
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Belgium,,,,,7805
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Tanzania, United Republic of",,,,,10870
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Algeria,,,,,1665
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Cambodia,,,,,6525
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,All other places of birth,,,,,378840
Ontario,Total population by immigrant status and place of birth - 20% Sample Data,Non-permanent residents,,,,,,90610
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,,,,,,,538735
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,"China, People's Republic of",,,,,,69205
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,India,,,,,,58585
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Philippines,,,,,,26200
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Pakistan,,,,,,34950
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,"Hong Kong, Special Administrative Region",,,,,,18855
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Iran,,,,,,18205
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Taiwan,,,,,,5450
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,United States,,,,,,14585
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,"Korea, South",,,,,,14910
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Sri Lanka,,,,,,20335
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Russian Federation,,,,,,16575
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Romania,,,,,,11935
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,United Kingdom,,,,,,9240
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Yugoslavia,,,,,,11030
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Ukraine,,,,,,11025
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,France,,,,,,1360
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Bosnia and Herzegovina,,,,,,7625
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Jamaica,,,,,,11180
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Algeria,,,,,,955
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Bangladesh,,,,,,8555
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Mexico,,,,,,5220
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Afghanistan,,,,,,6895
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Iraq,,,,,,8495
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Viet Nam,,,,,,5700
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,"South Africa, Republic of",,,,,,3370
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Guyana,,,,,,8145
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Germany,,,,,,3110
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Poland,,,,,,5970
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Lebanon,,,,,,3070
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Haiti,,,,,,625
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Morocco,,,,,,350
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Colombia,,,,,,3060
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Egypt,,,,,,4570
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Trinidad and Tobago,,,,,,5755
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Somalia,,,,,,4555
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Japan,,,,,,1705
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Croatia,,,,,,3120
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Ghana,,,,,,3860
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,Saudi Arabia,,,,,,3800
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,"Congo, Democratic Republic of the",,,,,,1565
Ontario,Total recent immigrants by selected places of birth - 20% Sample Data,All other places of birth,,,,,,85025
Ontario,Total immigrant population by period of immigration - 20% Sample Data,,,,,,,3030075
Ontario,Total immigrant population by period of immigration - 20% Sample Data,Before 1961,,,,,,502735
Ontario,Total immigrant population by period of immigration - 20% Sample Data,1961-1970,,,,,,427795
Ontario,Total immigrant population by period of immigration - 20% Sample Data,1971-1980,,,,,,496675
Ontario,Total immigrant population by period of immigration - 20% Sample Data,1981-1990,,,,,,580495
Ontario,Total immigrant population by period of immigration - 20% Sample Data,1991-1995,,,,,,483635
Ontario,Total immigrant population by period of immigration - 20% Sample Data,1996-2001,,,,,,538735
Ontario,Total immigrant population by age at immigration - 20% Sample Data,,,,,,,3030075
Ontario,Total immigrant population by age at immigration - 20% Sample Data,0 to 4 years,,,,,,282255
Ontario,Total immigrant population by age at immigration - 20% Sample Data,5-19 years,,,,,,847255
Ontario,Total immigrant population by age at immigration - 20% Sample Data,20 years and over,,,,,,1900565
Ontario,Total population 15 years and over by generation status - 20% Sample Data,,,,,,,9048060
Ontario,Total population 15 years and over by generation status - 20% Sample Data,1st generation,,,,,,2951225
Ontario,Total population 15 years and over by generation status - 20% Sample Data,2nd generation,,,,,,1808585
Ontario,Total population 15 years and over by generation status - 20% Sample Data,3rd generation and over,,,,,,4288250
Ontario,Total population by ethnic origin (single and multiple responses) - 20% Sample Data,,,,,,,11285570
M1B,Total population by citizenship - 20% Sample Data,,,,,,,61565
M1B,Total population by citizenship - 20% Sample Data,Canadian citizenship,,,,,,52700
M1B,Total population by citizenship - 20% Sample Data,Citizenship other than Canadian,,,,,,8860
M1B,Total population by immigrant status and place of birth - 20% Sample Data,,,,,,,61560
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,,,,,,24155
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,Born in province of residence,,,,,22130
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Non-immigrant population,Born outside province of residence,,,,,2020
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,,,,,,36830
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,United Kingdom,,,,,1150
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"China, People's Republic of",,,,,1585
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Italy,,,,,325
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,India,,,,,4445
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,United States,,,,,150
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Hong Kong, Special Administrative Region",,,,,1730
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Philippines,,,,,3965
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Poland,,,,,195
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Germany,,,,,205
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Portugal,,,,,180
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Viet Nam,,,,,390
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Jamaica,,,,,4365
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Netherlands,,,,,80
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Sri Lanka,,,,,5025
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Guyana,,,,,3905
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Pakistan,,,,,1195
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Greece,,,,,170
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iran,,,,,360
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Korea, South",,,,,185
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,France,,,,,30
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Lebanon,,,,,85
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Taiwan,,,,,15
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Trinidad and Tobago,,,,,2075
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Yugoslavia,,,,,85
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Romania,,,,,50
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Haiti,,,,,50
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Ukraine,,,,,10
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Hungary,,,,,35
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Russian Federation,,,,,0
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Croatia,,,,,20
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,El Salvador,,,,,110
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Mexico,,,,,0
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Egypt,,,,,85
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"South Africa, Republic of",,,,,35
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,"Ireland, Republic of (EIRE)",,,,,35
M1B,Total population by immigrant status and place of birth - 20% Sample Data,Total immigrants by selected places of birth,Iraq,,,,,115
